name1,type1,ref1,name2,type2,ref2,nb_ints,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,meanlength1,meanlength2,minleft1,maxright1,minleft2,maxright2,nms1,nms2,meanmiss1,meanmiss2,relmean1,relmean2,relmin1,relmax1,relmin2,relmax2
VC1064,CDS,NC_002505,VqmR,sRNA,NC_002506,27,1.61921268266956E-13,1.06423366906594E-11,2,+,1131643,1131679,1031540,1031574,+,38,35,1131536,1131956,1031489,1031588,0.3704,0.037,0.4074,0.037,0.2605,0.6822,0,0.9026,0.34,1
VC0089,3UTR,NC_002505,Vcr017,sRNA,NC_002505,27,3.81402921014838E-05,0.000707167884308706,2,+,87578,87619,350282,350316,-,42,35,87575,87626,350275,350364,0.2963,0.037,0.8519,0.037,1,0.9207,1,1,0.0326,1
Vcr017,sRNA,NC_002505,VC0439,CDS,NC_002505,27,3.66831521996988E-07,1.16257116966771E-05,2,-,350339,350366,469707,469747,+,28,41,350323,350368,469437,469809,0.1111,0.037,0.1481,0.037,0.3023,0.9074,0,0.4783,0.268,1
VC2142,CDS,NC_002505,VqmR,sRNA,NC_002506,27,0.000189631117624144,0.00273932371648841,2,-,2296799,2296835,1031522,1031560,+,38,39,2296333,2297446,1031439,1031589,0.3704,0.1481,0.6296,0.1481,0.5541,0.8126,0,0.9664,0.0067,1
VC0399,CDS,NC_002505,MicV,sRNA,NC_002505,27,2.35559307659661E-24,2.81883263921146E-22,2,+,425688,425733,2812103,2812133,-,46,30,425278,426205,2812095,2812161,0.3704,0.037,0.6667,0.0741,0.3038,0.8751,0,0.6317,0.0149,1
VC0302,CDS,NC_002505,VqmR,sRNA,NC_002506,27,5.23731194643868E-19,4.95232796940767E-17,2,+,310057,310095,1031527,1031567,+,39,41,309999,310357,1031475,1031589,0.2593,0.2222,0.2593,0.2222,0.0852,0.5965,0.0042,0.305,0.2467,1
VCA0308,CDS,NC_002506,VqmR,sRNA,NC_002506,27,4.71485214209001E-06,0.00011439257554436,2,+,320405,320456,1031527,1031562,+,53,36,319978,321142,1031470,1031588,0.1481,0.1852,0.1481,0.1852,0.4091,0.5933,0.0132,0.9768,0.2133,1
VCA0788,CDS,NC_002506,GcvB,sRNA,NC_002505,27,7.54891924787604E-24,8.88034388674719E-22,2,-,733382,733423,954727,954759,-,42,33,733367,733434,954718,954770,0.5556,0,0.5926,0,0.0312,0.7968,0,0.0556,0.7451,1
VC1913,CDS,NC_002505,TarB,sRNA,NC_002505,27,1.25634049995945E-39,2.33148579519212E-37,2,-,2062983,2063024,911235,911272,-,42,38,2062919,2063122,911233,911288,0.2222,0,0.2222,0,0.4446,0.5496,0,0.6726,0.3678,1
VCA0415,CDS,NC_002506,VCA0338,CDS,NC_002506,27,4.38616972214186E-55,1.09769169135208E-52,2,+,382887,382928,337459,337492,+,42,34,382692,383227,337176,337686,0.5556,0.0741,0.6667,0.0741,0.3957,0.7555,0,1,0,1
VC2133,CDS,NC_002505,VcdRP,sRNA,NC_002505,27,1.13314157653575E-07,3.94813374804419E-06,2,-,2287193,2287229,2433396,2433434,-,37,39,2286728,2288097,2433386,2433473,0.2963,0.0741,0.7037,0.1111,0.6391,0.846,0.12,0.9059,0.718,1
VC0643,CDS,NC_002505,Vcr096,sRNA,NC_002506,27,1.36456950528911E-06,3.79545729698486E-05,2,+,685970,686109,243937,243972,-,140,36,685480,687917,243935,243975,0.3333,0.1111,0.8519,0.1111,0.2863,0.9881,0.053,0.957,0.22,1
VCA0312,CDS,NC_002506,Vcr001,sRNA,NC_002505,27,5.69801407353951E-05,0.000996329437658926,2,-,323093,323135,21904,21939,+,42,36,323003,323289,21901,21941,0.5185,0.0741,0.8519,0.0741,0.7052,0.9481,0,1,0,1
VCA0151,CDS,NC_002506,Vssrna24,sRNA,NC_002505,27,0.000103673362855403,0.00166051232823279,2,+,169644,169685,106501,106536,+,42,36,169593,170025,106483,106538,0.5185,0.0741,1.6296,0.0741,0.7865,0.3571,0.7182,1,0.0357,1
VC2086,CDS,NC_002505,VC2084,CDS,NC_002505,27,6.96760330844661E-18,6.17879227290518E-16,2,-,2245853,2245894,2243644,2243675,-,42,32,2245312,2246637,2243189,2244045,0.2963,0.037,0.2963,0.0741,0.6328,0.4563,0,1,0.0321,1
VC1673,CDS,NC_002505,VqmR,sRNA,NC_002506,27,3.27150425425045E-06,8.30309693821942E-05,2,-,1808307,1808343,1031522,1031563,+,37,43,1805860,1808802,1031474,1031588,0.2593,0.1481,0.2963,0.1852,0.197,0.8356,0.0379,0.983,0.24,1
VC2482,CDS,NC_002505,VC0025,3UTR,NC_002505,27,2.59133999354562E-10,1.29391757979876E-08,2,-,2661558,2661583,21883,21908,+,26,26,2661506,2661747,21843,21924,0.2593,0.037,0.2593,0.037,0.8042,1,0.4211,0.9089,0.935,1
VC1846,CDS,NC_002505,VC1845,CDS,NC_002505,27,5.89159176821598E-51,1.39719300090478E-48,2,-,1986191,1986227,1984930,1984995,-,36,66,1985965,1986532,1984702,1985543,0.2963,0.1852,0.3333,0.2222,0.6167,0.901,0.0619,0.9853,0.3556,1
VadR,sRNA,NC_002506,VCA0441,CDS,NC_002506,27,2.56387507305133E-06,6.65974226497757E-05,2,+,3211,3250,397761,397808,+,40,48,3202,3268,397475,397955,0.2222,0.2222,0.2222,0.2222,0.5756,0.8539,0,0.7952,0.5457,1
VCA0937,CDS,NC_002506,VqmR,sRNA,NC_002506,27,1.36554746948616E-23,1.58844448604173E-21,2,-,888599,888636,1031531,1031569,+,38,39,888449,888661,1031480,1031589,0.2963,0.2222,0.2963,0.2963,0.6793,0.8731,0.6005,0.8685,0.28,1
VC1932,CDS,NC_002505,Vcr214,sRNA,NC_002505,26,1.80597382029063E-35,3.02766712490558E-33,2,-,2084092,2084130,2376084,2376121,+,39,38,2084047,2084137,2376023,2376143,0.6154,0.0385,0.6538,0.0385,0.543,0.8185,0.2765,0.8059,0,1
VC2294,CDS,NC_002505,VadR,sRNA,NC_002506,26,3.40494736466118E-06,8.60593516270792E-05,2,-,2449163,2449203,3245,3280,+,41,35,2448178,2449389,3232,3285,0.4615,0.0769,0.5769,0.1154,0.2331,0.9379,0.0569,1,0.3614,1
VC0545,CDS,NC_002505,GcvB,sRNA,NC_002505,26,9.03801676108018E-12,5.15582951769478E-10,2,+,576633,576673,954740,954777,-,42,38,576501,578860,954718,954804,0.2308,0.0385,0.2308,0.0769,0.0578,0.8946,0,0.9047,0.5784,1
VCA0451:VCA0455,IGR,NC_002506,Vcr043,sRNA,NC_002505,26,1.63548188832434E-07,5.55343717911149E-06,2,+,404276,404316,1114697,1114733,+,41,38,404007,406091,1114608,1114749,0.3077,0.0385,0.3846,0.0385,0.1795,0.671,0.0402,0.9806,0.1132,1
VC1757,3UTR,NC_002505,Vcr064,sRNA,NC_002505,26,2.40678130637782E-27,3.1960152426746E-25,2,+,1895694,1895723,1595730,1595768,-,30,39,1895691,1895730,1595728,1595787,0.1538,0.0385,0.1538,0.0385,1,0.987,1,1,0.2162,1
VCA0156,CDS,NC_002506,Vcr096,sRNA,NC_002506,26,1.11864659782728E-05,0.000243235544388472,2,-,172643,172690,243937,243972,-,47,36,172605,172932,243936,243978,0.3077,0,0.6154,0,0.9026,0.2731,0.085,1,0.16,1
CsrC,sRNA,NC_002505,Vcr043,sRNA,NC_002505,26,1.38499375287321E-18,1.27715070520706E-16,2,+,944081,944123,1114677,1114711,+,43,35,943846,944159,1114626,1114749,0.1923,0.0769,0.1923,0.0769,0.7467,0.5467,0,0.8455,0.2264,1
VC2009:VC2013,IGR,NC_002505,Vcr017,sRNA,NC_002505,26,3.40521434487293E-10,1.68135990555255E-08,2,-,2164597,2164634,350284,350320,-,38,38,2163994,2164688,350274,350351,0.2692,0,0.3077,0,0.7005,0.5059,0.6677,0.9162,0.1739,1
VC2773,CDS,NC_002505,Qrr3,sRNA,NC_002506,26,3.6842651463351E-14,2.56051508758212E-12,2,-,2957789,2957827,772298,772333,+,39,36,2957708,2958051,772269,772365,0.3077,0.0385,0.4231,0.0385,0.9249,0.7035,0.586,1,0.1028,1
VC2749,CDS,NC_002505,Vcr017,sRNA,NC_002505,26,0.000402885348896523,0.00504862671982043,2,+,2922535,2922575,350283,350318,-,41,36,2922443,2923862,350274,350364,0.3462,0.0385,0.8077,0.0385,0.081,0.908,0,0.9964,0.0326,1
VC1099,CDS,NC_002505,Vcr043,sRNA,NC_002505,26,7.72022418710507E-16,5.99809567086061E-14,2,+,1169265,1169303,1114679,1114717,+,39,40,1169218,1169399,1114608,1114750,0.3462,0.1923,0.3462,0.1923,0.0294,0.5581,0,0.238,0.1132,1
VC0147,CDS,NC_002505,Vcr065,sRNA,NC_002505,26,9.47688779208699E-21,9.72048582410231E-19,2,+,137936,137979,1617209,1617243,+,43,36,136881,138161,1617187,1617249,0.2692,0.1923,0.8462,0.1923,0.8723,0.6852,0,1,0.512,1
VCA0735,CDS,NC_002506,Vcr214,sRNA,NC_002505,26,4.60431800069095E-22,4.95197254890428E-20,2,+,679810,679842,2376097,2376142,+,33,46,679799,679859,2376058,2376143,0.2308,0.0769,0.2308,0.1154,0.1012,0.6043,0.0408,0.1254,0.2632,1
VC1455:VC1464,IGR,NC_002505,Vcr043,sRNA,NC_002505,26,5.71514434169809E-27,7.48764538986418E-25,2,+,1570513,1570553,1114698,1114736,+,40,39,1566702,1570900,1114627,1114748,0.5385,0.0769,0.6154,0.0769,0.6538,0.6785,0.0306,0.71,0.2327,0.9937
VC1998:VC2006,IGR,NC_002505,Qrr3,sRNA,NC_002506,26,1.17330471120777E-12,7.24935193941424E-11,2,-,2153370,2153410,772290,772325,+,41,36,2153285,2154254,772268,772337,0.4615,0.0769,0.5,0.0769,0.786,0.6222,0.6415,0.7999,0.0935,0.7383
VCA0655,CDS,NC_002506,Vcr017,sRNA,NC_002505,26,1.6522899483426E-16,1.34810544068965E-14,2,+,589827,589867,350280,350314,-,41,35,589808,589891,350274,350354,0.3462,0.1154,0.5385,0.1923,0.0045,0.9465,0,0.0188,0.1413,1
Vcr017,sRNA,NC_002505,VCA0331,5UTR,NC_002506,26,0.00925957682938604,0.0477756850861323,2,-,350321,350360,333061,333096,+,39,36,350291,350368,333041,333168,0.2308,0.0385,0.3077,0.0385,0.4962,0,0,0.8261,0,0.0937
VC0243,CDS,NC_002505,VC0245,CDS,NC_002505,26,1.94608057009905E-18,1.77879281889765E-16,2,+,250125,250162,252023,252056,+,39,34,249714,250401,251560,252927,0.0769,0.1923,0.1154,0.1923,0.7487,0.3364,0.3488,0.9616,0.0036,0.9863
VC1776,CDS,NC_002505,Vcr214,sRNA,NC_002505,26,8.06443353901269E-14,5.413153522328E-12,2,-,1926925,1926962,2376095,2376135,+,38,41,1926798,1927025,2376058,2376143,0.2692,0.0769,0.3462,0.1154,0.1862,0.9399,0.0748,0.3281,0.2632,1
VC2064,CDS,NC_002505,Vcr220,sRNA,NC_002505,26,4.80701547577191E-10,2.34624272933492E-08,2,-,2220433,2220472,2653966,2654003,+,40,38,2220129,2220568,2653938,2654007,0.1923,0.1154,0.2692,0.1538,0.3871,0.967,0.1989,0.8095,0.4889,1
VC2359,CDS,NC_002505,Vcr017,sRNA,NC_002505,26,6.73739471552476E-14,4.55891002915854E-12,2,-,2515119,2515158,350279,350313,-,40,35,2514927,2515579,350275,350327,0.3462,0.0769,0.3846,0.0769,0.6559,0.584,0,0.9382,0.4348,1
Vcr043,sRNA,NC_002505,VC2091,CDS,NC_002505,26,0.00316682664829123,0.0234474899030618,2,+,1114636,1114677,2252695,2252730,-,41,36,1114590,1114732,2252427,2252802,0.1923,0.0385,0.3077,0.0385,0.5448,0.1937,0,0.8931,0,0.8776
VC2000,5UTR,NC_002505,Qrr3,sRNA,NC_002506,26,2.29132045695113E-18,2.08156266538155E-16,2,+,2152043,2152081,772301,772336,+,39,36,2152015,2152088,772284,772365,0.4615,0,0.8077,0,0,0.3976,0,0,0.243,1
VCA0274,CDS,NC_002506,Vcr017,sRNA,NC_002505,26,0.00145110364503352,0.0134790283173442,2,+,291298,291329,350284,350320,-,32,38,291046,292171,350275,350356,0.3077,0,0.3846,0,0.0975,0.9076,0,1,0.1196,1
VC2063,CDS,NC_002505,VC2065,CDS,NC_002505,26,2.63274536633438E-23,2.99554630976728E-21,2,-,2219360,2219398,2221004,2221034,-,38,31,2217648,2219993,2220853,2221143,0.3462,0.1154,0.4231,0.1538,0.2638,0.3181,0,0.9902,0.0408,0.7806
VC0186,CDS,NC_002505,VrrA,sRNA,NC_002505,26,1.26155661468233E-08,5.14652811904241E-07,2,-,190774,190812,1878769,1878805,+,39,37,190569,190863,1878728,1878823,0.4231,0.0385,0.4615,0.0385,0.0346,0.8702,0,0.1848,0.3165,1
VCA1042,CDS,NC_002506,Vcr043,sRNA,NC_002505,26,0.000108950738211786,0.00173224685468705,2,-,993343,993379,1114678,1114717,+,38,41,993193,993436,1114621,1114748,0.1923,0.0769,0.2692,0.0769,0.2524,0.7997,0.02,0.6259,0.195,0.9937
VC0789,CDS,NC_002505,Vcr001,sRNA,NC_002505,26,6.39183427752491E-07,1.92159247703968E-05,2,+,845261,845303,21904,21939,+,43,36,845182,845347,21901,21940,0.3462,0.0385,0.4231,0.0385,0.0666,0.0827,0,0.2279,0,0.975
VC1871,CDS,NC_002505,Vcr214,sRNA,NC_002505,26,3.53732323436691E-28,4.8202511074176E-26,2,+,2014269,2014301,2376097,2376138,+,34,41,2014177,2014577,2376053,2376143,0.2308,0,0.2308,0,0.1746,0.6096,0,0.726,0.2193,1
VCA0288,CDS,NC_002506,VrrA,sRNA,NC_002505,26,9.67257115880234E-12,5.50876209393738E-10,2,+,308785,308826,1878781,1878818,+,42,38,308574,309035,1878748,1878824,0.1923,0.1154,0.6538,0.1154,0.6157,0.6973,0,1,0.4604,1
VCA0135:VCA0140,IGR,NC_002506,GcvB,sRNA,NC_002505,26,1.18916795348343E-17,1.03861649722489E-15,2,+,151782,151830,954758,954794,-,50,36,151625,151918,954718,954905,0.3077,0.0385,0.4231,0.0385,0.4592,0.802,0.3972,0.4857,0.0833,1
VC0892,CDS,NC_002505,VqmR,sRNA,NC_002506,26,7.3209033711995E-08,2.63544927065079E-06,2,+,951240,951280,1031528,1031563,+,41,36,950824,951676,1031475,1031588,0.3846,0,1.2692,0,0.4898,0.5977,0,1,0.2467,1
VC1651,CDS,NC_002505,Vcr043,sRNA,NC_002505,26,1.75430886666183E-17,1.5156791850564E-15,2,-,1779666,1779690,1114670,1114738,+,25,70,1779656,1779695,1114636,1114748,0.0769,0,0.0769,0,0.7847,0.9323,0.767,0.7905,0.2893,0.9937
VC0246,CDS,NC_002505,VC0245,CDS,NC_002505,26,4.22527483823211E-35,6.98236727196042E-33,2,+,253348,253390,252030,252063,+,42,34,253071,253530,251642,252388,0.3077,0.0769,0.3846,0.3077,0.5944,0.3414,0.1927,0.7708,0.0625,0.5988
VC2241,CDS,NC_002505,TarB,sRNA,NC_002505,26,5.22731584317344E-06,0.000125019670369158,2,-,2395043,2395084,911236,911271,-,42,36,2394964,2395251,911232,911295,0.3846,0.0769,0.4615,0.0769,0.5487,0.5685,0,0.7926,0.2874,1
VC2091,CDS,NC_002505,VC2089,CDS,NC_002505,26,3.93271631696954E-26,5.04225570250471E-24,2,-,2252664,2252706,2251144,2251176,-,43,33,2252370,2252825,2250283,2251757,0.3077,0.0769,0.4231,0.3077,0.2724,0.4891,0,1,0.1602,0.9949
VCA0143,CDS,NC_002506,FarS,sRNA,NC_002505,26,0.00743279768579482,0.0414806290147635,2,+,158980,159016,2266029,2266071,-,36,43,158931,159121,2266016,2266138,0.1538,0.0385,0.2308,0.0385,0.5332,0.8997,0,1,0,1
VC2529,CDS,NC_002505,GcvB,sRNA,NC_002505,26,0.00620824851038006,0.0368651447616476,2,+,2712125,2712170,954765,954796,-,46,32,2711902,2713191,954718,954852,0.2308,0.0385,0.2308,0.0385,0.1776,0.7685,0,0.8756,0.3431,1
VC2133,CDS,NC_002505,Vcr227,sRNA,NC_002506,26,1.45689574844943E-40,2.76780947947667E-38,2,-,2287184,2287224,479978,480015,+,40,39,2287002,2288331,479953,480023,0.3077,0,0.6923,0,0.6441,0.8817,0,0.7486,0,1
VC2087,CDS,NC_002505,VC2085,CDS,NC_002505,26,2.32796727287713E-08,9.13196476307329E-07,2,-,2247607,2247658,2244928,2244960,-,52,33,2246632,2249478,2244062,2245334,0.1538,0.1154,0.2308,0.1154,0.6595,0.2394,0,1,0,1
VC1779,CDS,NC_002505,Vcr017,sRNA,NC_002505,26,0.00161386544403803,0.0145819902138216,2,-,1929639,1929677,350285,350322,-,38,38,1929090,1929885,350274,350364,0.3077,0.0385,0.3462,0.0385,0.3301,0.4916,0.0756,0.8995,0.0326,1
VC2112,CDS,NC_002505,VqmR,sRNA,NC_002506,26,1.82548218171892E-17,1.57455778340162E-15,2,-,2270495,2270532,1031530,1031577,+,39,48,2270368,2270618,1031474,1031588,0.3077,0.1154,0.4231,0.1154,0.3399,0.9259,0,0.8213,0.24,1
VCA0729,CDS,NC_002506,Qrr3,sRNA,NC_002506,26,1.64527997817713E-18,1.50782089126798E-16,2,-,675005,675049,772303,772338,+,46,36,674895,675138,772283,772365,0.3846,0.0385,0.4615,0.0385,0.5763,0.7502,0.3628,0.7528,0.2336,1
VC1920,CDS,NC_002505,VadR,sRNA,NC_002506,26,4.56012357469369E-07,1.41716389623219E-05,2,-,2071386,2071559,3239,3273,+,174,35,2069362,2071753,3199,3285,0.2692,0.0769,0.3462,0.0769,0.1442,0.8503,0,1,0,1
VCA0293:VCA0294,IGR,NC_002506,VCA0292,5UTR,NC_002506,26,4.03783476406403E-50,9.42544707291351E-48,2,+,312326,312371,310904,310935,+,45,32,312311,312448,310888,310944,0.2692,0.1538,0.3846,0.1538,0.4096,0,0.0375,0.8938,0,0
VCA1057,3UTR,NC_002506,Vcr001,sRNA,NC_002505,26,2.06905831128566E-16,1.67502015341865E-14,2,-,1008031,1008071,21905,21938,+,40,34,1007979,1008118,21901,21940,0.2308,0,0.6923,0,1,0.9231,1,1,0,0.975
VCA0044:VCA0055,IGR,NC_002506,Vcr001,sRNA,NC_002505,26,0.00179808327042687,0.0158086106332261,2,+,55976,56020,21906,21939,+,45,34,54563,60046,21903,21940,0.3077,0.1154,0.8846,0.1154,0.2103,0.1154,0.0206,0.7344,0.05,0.975
VC0178,CDS,NC_002505,VadR,sRNA,NC_002506,26,0.000360426756166753,0.00462057248587175,2,+,179401,179442,3248,3282,+,41,35,179108,180133,3214,3286,0.3462,0.1154,0.4231,0.1154,0.0971,0.5598,0,0.7451,0.1446,1
VC2419,CDS,NC_002505,Vssrna24,sRNA,NC_002505,26,2.09529796602423E-05,0.000422668816013983,2,-,2593656,2593695,106501,106537,+,40,37,2593650,2593719,106485,106538,0.3846,0.0769,0.4615,0.0769,0.6908,0.9973,0.6211,0.6971,0.0714,1
VC0643,CDS,NC_002505,Spot42,sRNA,NC_002505,26,0.00137220914150259,0.0129354691699287,2,+,686013,686052,106140,106173,+,40,34,685672,687935,106087,106185,0.3077,0.2308,0.4231,0.3462,0.2653,0.5861,0.1243,0.9636,0.1009,1
VC0347,CDS,NC_002505,Spot42,sRNA,NC_002505,26,1.57846140547962E-05,0.000329917764430993,2,+,370165,370206,106138,106175,+,42,38,370090,370392,106102,106183,0.2692,0.1538,1,0.1538,0.217,0.5663,0,0.924,0.2385,0.9817
VC2064,CDS,NC_002505,VC2063,CDS,NC_002505,26,1.37055070824003E-20,1.39342445004064E-18,2,-,2220386,2220425,2218906,2218941,-,40,36,2219988,2220739,2217615,2219605,0.1923,0.1923,0.3077,0.2692,0.452,0.4415,0,1,0.1599,1
VC2614,5UTR,NC_002505,Vcr001,sRNA,NC_002505,26,1.0292284468869E-08,4.24196137675961E-07,2,+,2782218,2782253,21904,21939,+,36,36,2782153,2782868,21902,21940,0.7308,0.1154,0.7308,0.1154,0,0.0808,0,0.9668,0.025,0.975
VC0146,CDS,NC_002505,Vcr001,sRNA,NC_002505,26,1.0292284468869E-08,4.24196137675961E-07,2,-,136572,136611,21906,21940,+,41,35,136220,136750,21903,21940,0.3846,0,0.3846,0,0.2977,0.9635,0,0.8848,0.05,0.975
VC0534,CDS,NC_002505,TfoR,sRNA,NC_002505,25,1.17654909979915E-18,1.08879422427546E-16,2,+,564880,564915,2236656,2236702,+,36,47,564685,565046,2236608,2236710,0.2,0.08,0.24,0.08,0.1819,0.5966,0,0.3118,0.2308,1
VC2467,CDS,NC_002505,VC0025,3UTR,NC_002505,25,1.83791889907116E-06,4.94045697555899E-05,2,-,2649693,2649726,21884,21908,+,34,25,2649239,2649839,21741,21950,0.28,0,0.36,0,0.0924,1,0,0.8864,0.425,1
MicV,sRNA,NC_002505,VC1854,CDS,NC_002505,25,2.66039459981019E-10,1.32712516239406E-08,2,-,2812120,2812149,1993750,1993778,-,30,28,2812097,2812170,1993365,1993821,0.28,0.04,0.32,0.04,0.6293,0.0502,0,0.9701,0.0108,0.4231
VC2311,CDS,NC_002505,Vcr017,sRNA,NC_002505,25,7.91324788856611E-18,7.01140701643173E-16,2,-,2462677,2462719,350279,350313,-,42,36,2462609,2462850,350275,350348,0.24,0.16,0.48,0.2,0.1434,0.5848,0,0.2266,0.2065,1
VCA0441,CDS,NC_002506,VadR,sRNA,NC_002506,25,2.18731053398134E-05,0.000438679854329152,2,+,397730,397770,3245,3281,+,40,37,397338,397884,3202,3285,0.52,0.04,0.64,0.04,0.8629,0.5147,0.3983,0.986,0,1
TfoR,sRNA,NC_002505,VC1153,5UTR,NC_002505,25,2.4421108914572E-39,4.50790288650209E-37,2,+,2236597,2236631,1224928,1224965,+,36,38,2236578,2236709,1224920,1225006,0.32,0.16,0.32,0.16,0.4114,0,0,1,0,0.051
VC1148,CDS,NC_002505,VqmR,sRNA,NC_002506,25,1.41366005750629E-13,9.33849840906869E-12,2,-,1219326,1219362,1031544,1031582,+,37,39,1219144,1219764,1031473,1031589,0.36,0.16,0.52,0.16,0.8015,0.9603,0.2881,1,0.2333,1
VC2760,CDS,NC_002505,Vcr017,sRNA,NC_002505,25,1.72067868649134E-16,1.40170686519505E-14,2,-,2946523,2946561,350284,350319,-,39,36,2946137,2946729,350275,350350,0.44,0.04,0.56,0.08,0.1471,0.523,0,0.5727,0.1848,1
Vcr062,sRNA,NC_002505,Vcr043,sRNA,NC_002505,25,7.06556837056921E-31,1.05234514662602E-28,2,-,1585234,1585267,1114682,1114716,+,34,35,1585200,1585328,1114642,1114748,0.32,0.04,0.32,0.04,0.6574,0.7952,0,0.9,0.327,0.9937
VC0416,CDS,NC_002505,TarB,sRNA,NC_002505,25,1.4350115729822E-19,1.38778828415152E-17,2,+,443346,443387,911237,911272,-,42,36,443255,443684,911232,911284,0.2,0.04,0.28,0.04,0.1479,0.9508,0,0.482,0.4138,1
VCA0381,CDS,NC_002506,Vcr017,sRNA,NC_002505,25,1.77255844669717E-10,9.05492086983294E-09,2,+,363057,363096,350280,350316,-,40,37,362869,363240,350275,350347,0.32,0.04,0.44,0.04,0.703,0.9422,0,1,0.2174,1
VC0260,CDS,NC_002505,Vcr096,sRNA,NC_002506,25,1.43247911027877E-18,1.31976962559303E-16,2,-,265565,265602,243937,243973,-,38,37,265470,266923,243935,243978,0.16,0.04,0.32,0.04,0.8978,0.2632,0.1694,0.9485,0.16,1
VC0241,CDS,NC_002505,GcvB,sRNA,NC_002505,25,0.000237337839291665,0.00329585235571775,2,+,247370,247411,954748,954785,-,41,38,246608,247689,954718,954874,0.28,0.04,0.4,0.04,0.5994,0.8539,0,0.8157,0.2353,1
VCA0037,3UTR,NC_002506,Vcr043,sRNA,NC_002505,25,1.67135216491729E-28,2.30772947662301E-26,2,-,45551,45586,1114663,1114709,+,36,47,45535,45599,1114607,1114748,0.4,0.04,0.44,0.04,1,0.7472,1,1,0.1069,0.9937
VC1479,CDS,NC_002505,Vcr043,sRNA,NC_002505,25,1.29778438043939E-07,4.48129466212818E-06,2,-,1585457,1585495,1114686,1114720,+,39,35,1585393,1585575,1114608,1114748,0.28,0.08,0.28,0.08,0.5376,0.8206,0.2089,0.7159,0.1132,0.9937
VC1602,CDS,NC_002505,VadR,sRNA,NC_002506,25,3.07209460941044E-10,1.52228794712571E-08,2,-,1716462,1716500,3247,3280,+,39,35,1715739,1716559,3238,3285,0.36,0.2,0.4,0.32,0.0688,0.9446,0,0.8022,0.4337,1
VCA0734,CDS,NC_002506,Qrr3,sRNA,NC_002506,25,7.41719203938124E-16,5.77127388660644E-14,2,+,679062,679100,772308,772343,+,40,36,679017,679453,772276,772365,0.32,0,0.52,0,0.1268,0.4692,0,0.7811,0.1682,1
VC0416,CDS,NC_002505,Vcr220,sRNA,NC_002505,25,4.30409231500084E-24,5.10358481574513E-22,2,+,443468,443509,2653970,2654006,+,42,36,443214,444154,2653965,2654007,0.28,0.2,1.24,0.2,0.2853,0.7286,0,1,0.6889,1
VCA0730:VCA0731,IGR,NC_002506,Vcr017,sRNA,NC_002505,25,1.74776799626352E-11,9.74081254405773E-10,2,-,677656,677693,350280,350320,-,38,41,677511,677706,350273,350364,0.24,0,0.4,0,0.4107,0.5126,0.2684,0.8192,0.0326,1
VC1162,CDS,NC_002505,VadR,sRNA,NC_002506,25,3.77152039800479E-07,1.19273759755735E-05,2,-,1234743,1234781,3248,3283,+,39,36,1234444,1234888,3242,3286,0.24,0.08,0.24,0.08,0.2051,0.9716,0.0081,0.6106,0.4819,1
VC2426,CDS,NC_002505,Vcr017,sRNA,NC_002505,25,6.16035379431618E-10,2.9747136974604E-08,2,+,2601459,2601499,350280,350315,-,41,36,2600722,2601548,350274,350343,0.16,0,0.16,0,0.9488,0.9452,0.0606,1,0.2609,1
Vcr069:VC1803,IGR,NC_002505,VC1939,5UTR,NC_002505,25,2.15908332816842E-48,4.79275066550716E-46,2,+,1944184,1944227,2090030,2090064,+,44,35,1944161,1944351,2089991,2090082,0.48,0.04,0.56,0.04,0.2975,0,0.2853,0.3204,0,0.0823
VCA0589,CDS,NC_002506,VC0025,3UTR,NC_002505,25,5.97152165785174E-32,9.19658503368768E-30,2,-,527447,527471,21895,21914,+,26,20,527058,527488,21892,21915,0.08,0,0.08,0,0.0285,1,0,0.396,1,1
VCA0939,CDS,NC_002506,Qrr3,sRNA,NC_002506,25,1.40921341938635E-24,1.70793713479504E-22,2,+,890221,890267,772313,772348,+,47,35,890182,890555,772286,772365,0.12,0,0.12,0,0.0141,0.5178,0,0.313,0.2617,1
VC2057:VC2058,IGR,NC_002505,Vcr017,sRNA,NC_002505,25,1.05494801449568E-11,5.98526337008885E-10,2,-,2213429,2213458,350284,350323,-,30,40,2213423,2213470,350275,350354,0.2,0,0.2,0,0.2521,0.4796,0,0.2901,0.1413,1
VC2358,CDS,NC_002505,Vcr043,sRNA,NC_002505,25,1.8659005275692E-14,1.32508211476604E-12,2,-,2514666,2514702,1114692,1114729,+,37,38,2514613,2514819,1114639,1114749,0.24,0.16,0.4,0.16,0.2336,0.8747,0,0.3303,0.3082,1
VC1370,CDS,NC_002505,VadR,sRNA,NC_002506,25,2.56933973793675E-11,1.41156406742405E-09,2,+,1460422,1460457,3249,3281,+,36,33,1459945,1461140,3232,3285,0.44,0.08,0.8,0.08,0.5292,0.5687,0.1443,1,0.3614,1
VC2771,CDS,NC_002505,Vcr092,sRNA,NC_002506,25,2.06205540301675E-35,3.4458832416159E-33,2,-,2956259,2956292,100646,100681,+,34,35,2956218,2956468,100632,100683,0.24,0.16,0.24,0.72,0.9607,0.9802,0.4242,1,0.592,1
