name	locus_tag	ko_category
VC1784	VC1784	KO-a1.a3.b2:KO-a1.a7.b8:KO-a6.a4.a1:KO-a7.a3.a3
VC1785	VC1785	KO-a7.a2.a1
VC1786	VC1786	KO-a8.a2.a4
VC1788	VC1788	None
VC1789	VC1789	KO-a8.a2.a4
VC1790	VC1790	KO-a8.a2.a4
VC1791	VC1791	None
VC1792	VC1792	None
VC1793	VC1793	None
VC1794	VC1794	None
VC1795	VC1795	None
VC1796	VC1796	None
VC1797	VC1797	None
VC1798	VC1798	None
VC1799	VC1799	None
VC1800	VC1800	None
VC1801	VC1801	None
VC1802	VC1802	None
VC1803	VC1803	None
VC1804	VC1804	None
VC1805	VC1805	None
VC1806	VC1806	KO-a8.a4.a2
VC1807	VC1807	None
VC1808	VC1808	None
VC1809	VC1809	KO-a7.a2.a1
VC1810	VC1810	None
VC1811	VC1811	None
VC1812	VC1812	None
VC1814	VC1814	KO-a7.a2.b5
VC1815	VC1815	None
VC1816	VC1816	None
VC1817	VC1817	KO-a7.a2.a1
VC1819	VC1819	KO-a1.a1.a1:KO-a1.a1.b0
VC1820	VC1820	KO-a1.a1.a5:KO-a3.a1.a2:KO-a7.a3.a1
VC1821	VC1821	KO-a7.a3.a1
VC1822	VC1822	KO-a7.a3.a1
VC1823	VC1823	KO-a1.a1.a5:KO-a3.a1.a2:KO-a7.a3.a1
VC1824	VC1824	KO-a3.a1.a2:KO-a7.a3.a1
VC1825	VC1825	None
VC1826	VC1826	KO-a1.a1.a5:KO-a3.a1.a2:KO-a7.a3.a1
VC1827	VC1827	KO-a1.a1.a5:KO-a1.a1.a9:KO-a1.a7.b6
VC1828	VC1828	None
VC1831	VC1831	None
VC1832	VC1832	KO-a8.a4.a2
VC1833	VC1833	KO-a1.a8.a4
VC1834	VC1834	None
VC1835	VC1835	KO-a7.a3.a1
tolB	VC1836	KO-a7.a3.a1
VC1837	VC1837	KO-a7.a3.a1
VC1838	VC1838	KO-a7.a3.a1
VC1839	VC1839	KO-a7.a3.a1
VC1840	VC1840	KO-a8.a1.a1
VC1841	VC1841	None
VC1842	VC1842	KO-a1.a2.a1:KO-a3.a2.a1
VC1843	VC1843	KO-a1.a2.a1:KO-a3.a2.a1
VC1844	VC1844	KO-a1.a2.a1:KO-a3.a2.a1
ruvB	VC1845	KO-a2.a4.a5:KO-a7.a2.b5
ruvA	VC1846	KO-a2.a4.a5:KO-a7.a2.b5
ruvC	VC1847	KO-a2.a4.a5:KO-a7.a2.b5
cysS	VC1848	KO-a2.a2.a2:KO-a7.a1.b1:KO-a7.a2.a7
VC1849	VC1849	KO-a7.a2.a9
VC1850	VC1850	KO-a1.a7.b4:KO-a7.a1.a6
VC1851	VC1851	None
VC1852	VC1852	KO-a8.a4.a1
VC1853	VC1853	KO-a8.a4.a2
VC1854	VC1854	KO-a4.a4.a2:KO-a7.a3.a1
dinG	VC1855	KO-a7.a2.b5
VC1856	VC1856	KO-a8.a4.a2
VC1857	VC1857	KO-a2.a4.a5:KO-a7.a2.b5
VC1858	VC1858	None
VC1859	VC1859	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VC1860	VC1860	KO-a2.a4.a2:KO-a7.a2.b5
VC1861	VC1861	KO-a3.a1.a1:KO-a7.a3.a1
VC1862	VC1862	KO-a3.a1.a1:KO-a7.a3.a1
VC1863	VC1863	KO-a3.a1.a1:KO-a7.a3.a1
VC1864	VC1864	KO-a3.a1.a1:KO-a7.a3.a1
VC1865	VC1865	None
VC1866	VC1866	KO-a1.a1.b0:KO-a1.a1.b2:KO-a1.a1.b3
VC1867	VC1867	KO-a1.a7.b4:KO-a7.a1.a6
VC1868	VC1868	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
pflA	VC1869	KO-a8.a1.a1
VC1870	VC1870	None
VC1871	VC1871	KO-a8.a4.a2
VC1872	VC1872	KO-a8.a3.a4
VC1873	VC1873	KO-a8.a4.a2
VC1874	VC1874	KO-a8.a3.a2
VC1875	VC1875	KO-a1.a7.b4:KO-a7.a1.a6
VC1876	VC1876	KO-a8.a4.a2
lpxK	VC1877	KO-a1.a7.b4:KO-a7.a1.a6
VC1878	VC1878	KO-a3.a1.a1:KO-a7.a3.a1
VC1879	VC1879	KO-a7.a3.a2
VC1880	VC1880	KO-a8.a4.a2
VC1882	VC1882	KO-a3.a1.a1:KO-a7.a3.a1
VC1883	VC1883	KO-a3.a1.a1:KO-a7.a3.a1
VC1884	VC1884	KO-a3.a1.a1:KO-a7.a3.a1
VC1885	VC1885	None
VC1886	VC1886	KO-a2.a4.a3:KO-a7.a2.b5
VC1887	VC1887	None
VC1888	VC1888	KO-a4.a4.a2
VC1889	VC1889	None
VC1890	VC1890	KO-a1.a2.a1
VC1892	VC1892	KO-a8.a4.a2
VC1893	VC1893	None
VC1894	VC1894	KO-a8.a3.a3
VC1895	VC1895	None
VC1896	VC1896	KO-a8.a4.a2
VC1897	VC1897	KO-a7.a3.a7
VC1898	VC1898	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VC1899	VC1899	None
VC1900	VC1900	KO-a7.a2.a1
nhaB	VC1901	KO-a7.a3.a1
VC1902	VC1902	KO-a7.a2.a9
VC1903	VC1903	KO-a7.a2.b4
VC1904	VC1904	KO-a7.a2.a1:KO-a7.a2.b4
VC1905	VC1905	KO-a1.a5.a1:KO-a1.a6.a2
VC1906	VC1906	None
cysB	VC1907	KO-a7.a2.a1
VC1909	VC1909	None
VC1910	VC1910	KO-a7.a2.a7
VC1911	VC1911	KO-a1.a4.a2
VC1912	VC1912	KO-a8.a1.a7
VC1913	VC1913	KO-a8.a1.a7
ihfB	VC1914	KO-a7.a2.b3:KO-a7.a2.b4:KO-a7.a2.b5
rpsA	VC1915	KO-a2.a2.a1:KO-a7.a2.a5
cmk	VC1916	KO-a1.a4.a2
VC1917	VC1917	KO-a7.a3.a2
VC1918	VC1918	KO-a7.a2.a9
VC1919	VC1919	KO-a7.a2.b3:KO-a7.a2.b4:KO-a7.a2.b5
VC1920	VC1920	KO-a7.a1.a4
clpX	VC1921	KO-a7.a2.a9
clpP	VC1922	KO-a7.a1.a4
tig	VC1923	KO-a8.a2.a3
VC1924	VC1924	None
VC1925	VC1925	KO-a3.a2.a1:KO-a7.a1.a2:KO-a7.a3.a4
VC1926	VC1926	KO-a3.a2.a1:KO-a7.a3.a4
VC1927	VC1927	KO-a3.a2.a1:KO-a7.a3.a1
VC1928	VC1928	KO-a3.a2.a1:KO-a7.a3.a1
VC1929	VC1929	KO-a3.a2.a1:KO-a7.a3.a1
VC1931	VC1931	KO-a8.a1.a1
VC1932	VC1932	None
VC1933	VC1933	None
VC1934	VC1934	None
VC1935	VC1935	None
VC1936	VC1936	KO-a1.a3.b0
VC1937	VC1937	None
VC1938	VC1938	KO-a8.a1.a1
VC1939	VC1939	KO-a7.a3.a1
VC1940	VC1940	None
VC1941	VC1941	None
VC1942	VC1942	KO-a1.a8.a9
VC1944	VC1944	KO-a8.a1.a1
VC1945	VC1945	None
VC1947	VC1947	None
VC1948	VC1948	None
VC1949	VC1949	None
VC1950	VC1950	KO-a1.a2.a6:KO-a7.a3.a1
VC1951	VC1951	KO-a1.a2.a6:KO-a7.a3.a1
VC1952	VC1952	KO-a1.a1.a9
VC1953	VC1953	KO-a8.a3.a1
VC1955	VC1955	None
VC1956	VC1956	KO-a7.a1.a7
VC1957	VC1957	KO-a8.a4.a2
minC	VC1959	KO-a7.a2.b4:KO-a7.a3.a6
VC1960	VC1960	KO-a7.a2.b4:KO-a7.a3.a6
minE	VC1961	KO-a7.a2.b4:KO-a7.a3.a6
VC1962	VC1962	None
VC1963	VC1963	None
VC1964	VC1964	None
VC1965	VC1965	None
VC1966	VC1966	None
VC1967	VC1967	None
VC1968	VC1968	KO-a7.a2.a1
VC1970	VC1970	KO-a7.a3.a1
VC1971	VC1971	KO-a1.a8.b2
VC1972	VC1972	KO-a1.a8.b2
VC1973	VC1973	KO-a1.a8.b2
VC1974	VC1974	KO-a1.a8.b2
VC1975	VC1975	KO-a1.a8.b2
VC1976	VC1976	KO-a1.a8.b2:KO-a1.a9.c0
VC1977	VC1977	KO-a1.a5.a1:KO-a1.a5.a5:KO-a1.a5.a8:KO-a7.a1.b1
VC1978	VC1978	KO-a1.a4.a2
VC1979	VC1979	KO-a1.a4.a1
VC1980	VC1980	KO-a8.a1.a1
VC1981	VC1981	None
VC1983	VC1983	None
VC1984	VC1984	KO-a7.a2.a7
VC1985	VC1985	KO-a1.a3.a1:KO-a1.a3.a3:KO-a4.a4.a1:KO-a7.a1.a8:KO-a7.a3.a7
VC1986	VC1986	None
VC1987	VC1987	KO-a8.a3.a5
VC1988	VC1988	None
VC1989	VC1989	KO-a7.a2.a7
VC1990	VC1990	KO-a7.a2.b5
VC1991	VC1991	None
purU	VC1992	KO-a1.a1.b1:KO-a1.a8.a9
VC1993	VC1993	KO-a8.a1.a1
VC1994	VC1994	KO-a7.a1.a4
ansA	VC1995	KO-a1.a5.a1:KO-a1.a6.a5
VC1996	VC1996	KO-a8.a4.a2
VC1997	VC1997	None
VC1998	VC1998	KO-a8.a1.a1
VC2000	VC2000	KO-a1.a1.a1:KO-a7.a2.b0:KO-a7.a3.a7
VC2001	VC2001	KO-a1.a1.a1
VC2002	VC2002	None
rrmA	VC2003	KO-a7.a2.a6
VC2004	VC2004	None
VC2005	VC2005	None
VC2006	VC2006	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a4:KO-a7.a3.a5
VC2007	VC2007	KO-a7.a2.a1
VC2008	VC2008	KO-a1.a1.a1:KO-a1.a1.b0:KO-a1.a4.a1:KO-a7.a2.b0:KO-a7.a3.a7
VC2009	VC2009	None
VC2011	VC2011	None
VC2012	VC2012	KO-a8.a3.a1
VC2013	VC2013	KO-a1.a1.a1:KO-a1.a1.a9:KO-a3.a1.a2:KO-a4.a4.a2:KO-a7.a3.a1
VC2014	VC2014	KO-a8.a1.a1
VC2015	VC2015	KO-a2.a4.a1:KO-a2.a4.a4:KO-a2.a4.a5:KO-a7.a2.b3:KO-a7.a2.b5
tmk	VC2016	KO-a1.a4.a2
VC2017	VC2017	KO-a8.a4.a1
VC2018	VC2018	KO-a1.a8.a8
VC2019	VC2019	KO-a1.a3.a1:KO-a1.a8.a6:KO-a7.a1.a8
acpP	VC2020	KO-a1.a3.a1:KO-a1.b0.c9
fabG	VC2021	KO-a1.a3.a1:KO-a1.a8.a6:KO-a1.b0.c6:KO-a7.a1.a8
VC2022	VC2022	KO-a1.a3.a1:KO-a1.b0.c6:KO-a7.a1.a8
VC2023	VC2023	KO-a1.a3.a1:KO-a7.a1.a8
VC2024	VC2024	KO-a1.a3.a9:KO-a7.a1.a8
rpmF	VC2025	KO-a2.a2.a1:KO-a7.a2.a5:KO-a7.a2.b6
VC2026	VC2026	KO-a8.a4.a2
maf	VC2027	None
VC2028	VC2028	KO-a7.a2.a6
rne 5'UTR	rne 5UTR	None
VC2030	VC2030	KO-a2.a3.a7:KO-a7.a2.a3:KO-a7.a2.a6
VC2031	VC2031	KO-a7.a3.a1
VC2032	VC2032	None
VC2033	VC2033	KO-a1.a1.a1:KO-a1.a1.b0:KO-a1.a1.b3:KO-a1.a3.a3:KO-a1.a5.b1:KO-a1.b1.a4:KO-a1.b1.b5
VC2035	VC2035	KO-a7.a3.a1
VC2036	VC2036	KO-a1.a5.a2:KO-a1.a5.a3:KO-a1.a5.a6:KO-a1.b0.b8
VC2037	VC2037	KO-a7.a3.a1
VC2038	VC2038	None
VC2039	VC2039	KO-a7.a2.b4
VC2040	VC2040	KO-a8.a4.a2
VC2041	VC2041	KO-a8.a4.a2
VC2042	VC2042	None
VC2043	VC2043	KO-a7.a2.b3
VC2044	VC2044	KO-a7.a2.a9:KO-a7.a2.b6
VC2045	VC2045	None
VC2046	VC2046	None
VC2047	VC2047	None
VC2048	VC2048	KO-a8.a3.a5
VC2049	VC2049	None
VC2050	VC2050	None
VC2051	VC2051	KO-a7.a2.a9
VC2052	VC2052	KO-a7.a3.a1
VC2053	VC2053	KO-a8.a3.a5
VC2054	VC2054	KO-a3.a1.a1:KO-a7.a3.a1
VC2055	VC2055	KO-a3.a1.a1:KO-a7.a3.a1
VC2056	VC2056	KO-a3.a1.a1:KO-a7.a3.a1
VC2057	VC2057	KO-a3.a1.a1:KO-a7.a3.a1
VC2058	VC2058	None
VC2059	VC2059	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VC2060	VC2060	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VC2061	VC2061	KO-a7.a2.b4:KO-a7.a3.a6
VC2062	VC2062	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a4:KO-a7.a3.a5
VC2063	VC2063	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a1.a2:KO-a7.a3.a4:KO-a7.a3.a5
VC2064	VC2064	KO-a4.a5.a1:KO-a7.a3.a5
VC2065	VC2065	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a4:KO-a7.a3.a5
fliA	VC2066	KO-a3.a2.a1:KO-a4.a4.a2:KO-a4.a5.a2:KO-a7.a2.a2:KO-a7.a3.a5
VC2067	VC2067	KO-a7.a3.a5
flhF	VC2068	KO-a7.a3.a5
flhA	VC2069	KO-a4.a5.a2:KO-a7.a3.a2:KO-a7.a3.a5
VC2070	VC2070	KO-a8.a1.a1
VC2072	VC2072	None
VC2073	VC2073	KO-a8.a4.a2
argS	VC2074	KO-a2.a2.a2:KO-a7.a1.b1:KO-a7.a2.a7:KO-a7.a2.b6
VC2075	VC2075	None
VC2076	VC2076	KO-a7.a3.a1
VC2077	VC2077	KO-a7.a3.a1
VC2078	VC2078	KO-a7.a3.a1
VC2080	VC2080	KO-a7.a2.a1
VC2081	VC2081	KO-a3.a1.a1:KO-a7.a3.a1
VC2082	VC2082	KO-a3.a1.a1:KO-a7.a3.a1
VC2083	VC2083	KO-a3.a1.a1:KO-a7.a3.a1
VC2084	VC2084	KO-a1.a1.a2:KO-a1.a1.b2:KO-a1.a1.b4
sucC	VC2085	KO-a1.a1.a2:KO-a1.a1.b2:KO-a1.a1.b4
VC2086	VC2086	KO-a1.a1.a2:KO-a1.a5.a7:KO-a1.a5.b3
sucA	VC2087	KO-a1.a1.a2
sdhB	VC2088	KO-a1.a1.a2:KO-a1.a1.b3:KO-a1.a2.a1
sdhA	VC2089	KO-a1.a1.a2:KO-a1.a1.b3:KO-a1.a2.a1
VC2090	VC2090	KO-a1.a1.a2:KO-a1.a1.b3:KO-a1.a2.a1
sdhC	VC2091	KO-a1.a1.a2:KO-a1.a1.b3:KO-a1.a2.a1
gltA	VC2092	KO-a1.a1.a2:KO-a1.a1.b1
VC2093	VC2093	None
VC2094	VC2094	KO-a8.a4.a2
VC2095	VC2095	KO-a1.a1.a1:KO-a1.a1.a3:KO-a1.a1.a6:KO-a1.a1.a8:KO-a1.a1.a9:KO-a1.a4.a1:KO-a1.b0.c0
VC2096	VC2096	KO-a7.a2.b3:KO-a7.a2.b4
VC2097	VC2097	KO-a8.a1.a1
VC2098	VC2098	None
VC2099	VC2099	KO-a8.a1.a3
VC2100	VC2100	None
VC2101	VC2101	KO-a7.a3.a1
VC2103	VC2103	None
VC2105	VC2105	None
fur	VC2106	KO-a7.a2.a1
VC2107	VC2107	KO-a1.a5.a2:KO-a1.a5.a3:KO-a1.a5.a6:KO-a1.b0.b8
VC2108	VC2108	KO-a1.a8.a3
VC2109	VC2109	None
mnmC	VC2110	KO-a7.a2.a7
VC2111	VC2111	None
VC2112	VC2112	None
VC2113	VC2113	KO-a7.a2.a8
VC2115	VC2115	None
VC2116	VC2116	KO-a1.a5.b4
VC2118	VC2118	KO-a7.a2.a6
VC2119	VC2119	None
flhB	VC2120	KO-a4.a5.a2:KO-a7.a3.a2:KO-a7.a3.a5
fliR	VC2121	KO-a4.a5.a2:KO-a7.a3.a2:KO-a7.a3.a5
fliQ	VC2122	KO-a4.a5.a2:KO-a7.a3.a2:KO-a7.a3.a5
fliP	VC2123	KO-a4.a5.a2:KO-a7.a3.a2:KO-a7.a3.a5
VC2124	VC2124	KO-a4.a5.a2:KO-a7.a3.a2:KO-a7.a3.a5
fliN	VC2125	KO-a4.a5.a1:KO-a4.a5.a2:KO-a7.a3.a2:KO-a7.a3.a5
fliM	VC2126	KO-a4.a5.a1:KO-a4.a5.a2:KO-a7.a3.a5
fliL	VC2127	KO-a4.a5.a2:KO-a7.a3.a5
VC2128	VC2128	KO-a4.a5.a2:KO-a7.a3.a5
fliJ	VC2129	KO-a4.a5.a2:KO-a7.a3.a5
fliI	VC2130	KO-a4.a5.a2:KO-a7.a3.a2:KO-a7.a3.a5
fliH	VC2131	KO-a4.a5.a2:KO-a7.a3.a2:KO-a7.a3.a5
fliG	VC2132	KO-a4.a5.a1:KO-a4.a5.a2:KO-a7.a3.a5
fliF	VC2133	KO-a4.a5.a2:KO-a7.a3.a2:KO-a7.a3.a5
fliE	VC2134	KO-a4.a5.a2:KO-a7.a3.a5
VC2135	VC2135	KO-a3.a2.a1:KO-a4.a4.a2:KO-a4.a5.a2:KO-a7.a3.a4:KO-a7.a3.a5
VC2136	VC2136	KO-a3.a2.a1:KO-a4.a4.a2:KO-a7.a1.a2:KO-a7.a3.a4:KO-a7.a3.a5
VC2137	VC2137	KO-a3.a2.a1:KO-a4.a4.a2:KO-a4.a5.a2:KO-a7.a2.a1:KO-a7.a3.a5
fliS	VC2138	KO-a4.a5.a2:KO-a7.a3.a5
VC2139	VC2139	KO-a7.a3.a5
fliD	VC2140	KO-a4.a5.a2:KO-a7.a3.a5
VC2141	VC2141	KO-a7.a3.a5
VC2142	VC2142	KO-a3.a2.a1:KO-a4.a5.a2:KO-a7.a3.a5
VC2143	VC2143	KO-a3.a2.a1:KO-a4.a5.a2:KO-a7.a3.a5
VC2144	VC2144	KO-a3.a2.a1:KO-a4.a5.a2:KO-a7.a3.a5
VC2145	VC2145	KO-a8.a1.a1
VC2146	VC2146	None
VC2147	VC2147	None
VC2149	VC2149	None
VC2150	VC2150	None
VC2152	VC2152	KO-a1.a5.a6:KO-a7.a1.a4
VC2153	VC2153	None
VC2154	VC2154	None
VC2156	VC2156	KO-a7.a3.a1
dapA	VC2157	KO-a1.a5.a6:KO-a1.b0.b8
VC2159	VC2159	KO-a7.a2.a1
bcp	VC2160	KO-a8.a1.a1
VC2161	VC2161	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VC2162	VC2162	KO-a7.a3.a1
VC2163	VC2163	KO-a2.a3.a5:KO-a7.a2.a7
VC2164	VC2164	KO-a7.a1.a4
VC2165	VC2165	KO-a8.a1.a1
VC2166	VC2166	KO-a1.a8.b2
VC2167	VC2167	None
VC2168	VC2168	KO-a8.a4.a2
VC2171	VC2171	KO-a7.a3.a1
VC2172	VC2172	KO-a7.a2.a7
ushA	VC2174	KO-a1.a4.a1:KO-a1.a4.a2:KO-a1.a8.a4
VC2175	VC2175	KO-a1.a7.b4:KO-a7.a1.a6
VC2176	VC2176	None
VC2177	VC2177	None
VC2178	VC2178	KO-a7.a2.a8
prfA	VC2179	KO-a7.a2.a8
hemA	VC2180	KO-a1.a8.b1
lolB	VC2181	KO-a8.a3.a5
ipk	VC2182	KO-a1.a9.a1
VC2183	VC2183	KO-a1.a1.a3:KO-a1.a4.a1
VC2184	VC2184	KO-a7.a2.a8
VC2185	VC2185	KO-a7.a2.a6
VC2187	VC2187	KO-a3.a2.a1:KO-a4.a5.a2:KO-a7.a3.a5
VC2188	VC2188	KO-a3.a2.a1:KO-a4.a5.a2:KO-a7.a3.a5
flgL	VC2190	KO-a4.a5.a2:KO-a7.a3.a5
flgK	VC2191	KO-a4.a5.a2:KO-a7.a3.a5
flgJ	VC2192	KO-a4.a5.a2:KO-a7.a3.a5
flgI	VC2193	KO-a4.a5.a2:KO-a7.a3.a5
flgH	VC2194	KO-a4.a5.a2:KO-a7.a3.a5
flgG	VC2195	KO-a4.a5.a2:KO-a7.a3.a5
flgF	VC2196	KO-a4.a5.a2:KO-a7.a3.a5
flgE	VC2197	KO-a4.a5.a2:KO-a7.a3.a5
flgD	VC2198	KO-a4.a5.a2:KO-a7.a3.a5
flgC	VC2199	KO-a4.a5.a2:KO-a7.a3.a5
flgB	VC2200	KO-a4.a5.a2:KO-a7.a3.a5
VC2201	VC2201	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VC2202	VC2202	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a4:KO-a7.a3.a5
flgA	VC2203	KO-a4.a5.a2:KO-a7.a3.a5
VC2204	VC2204	KO-a3.a2.a1:KO-a4.a5.a2:KO-a7.a3.a5
VC2205	VC2205	KO-a4.a5.a2:KO-a7.a3.a5
VC2206	VC2206	KO-a4.a5.a2:KO-a7.a3.a5
VC2207	VC2207	KO-a4.a5.a2:KO-a7.a3.a5
VC2208	VC2208	KO-a4.a5.a2:KO-a7.a3.a5
vibF	VC2209	None
VC2210	VC2210	None
VC2211	VC2211	KO-a7.a3.a1
VC2212	VC2212	None
VC2213	VC2213	KO-a7.a3.a1
gltX	VC2214	KO-a1.a8.b1:KO-a2.a2.a2:KO-a7.a1.b1:KO-a7.a2.a7:KO-a7.a3.a8
VC2215	VC2215	None
VC2216	VC2216	None
VC2217	VC2217	KO-a1.a1.a9:KO-a1.a7.b8:KO-a7.a2.a9
VC2220	VC2220	KO-a8.a4.a2
VC2221	VC2221	None
VC2222	VC2222	None
VC2223	VC2223	KO-a7.a2.a6
VC2224	VC2224	None
upp	VC2225	KO-a1.a4.a2
VC2226	VC2226	KO-a1.a4.a1
purN	VC2227	KO-a1.a4.a1:KO-a1.a8.a9
VC2229	VC2229	None
gmhA	VC2230	KO-a1.a7.b4:KO-a7.a1.a6
fadE	VC2231	KO-a1.a3.a3
VC2232	VC2232	None
VC2233	VC2233	KO-a2.a4.a1:KO-a2.a4.a4:KO-a2.a4.a5:KO-a7.a2.b3:KO-a7.a2.b5
rnhA	VC2234	KO-a2.a4.a1:KO-a7.a2.b3
VC2235	VC2235	None
VC2236	VC2236	KO-a1.a1.b0
VC2237	VC2237	KO-a7.a1.a7
VC2238	VC2238	None
VC2239	VC2239	KO-a3.a2.a1
VC2240	VC2240	KO-a8.a1.a1
VC2241	VC2241	None
VC2242	VC2242	KO-a7.a2.a7
VC2244	VC2244	KO-a1.a1.b0:KO-a1.a1.b2:KO-a1.a3.a1
dnaE	VC2245	KO-a2.a4.a1:KO-a2.a4.a4:KO-a2.a4.a5:KO-a7.a2.b3:KO-a7.a2.b5
rnhB	VC2246	KO-a2.a4.a1:KO-a7.a2.b3
lpxB	VC2247	KO-a1.a7.b4:KO-a7.a1.a6
VC2248	VC2248	KO-a1.a7.b4:KO-a6.b1.a3:KO-a7.a1.a6
fabZ	VC2249	KO-a1.a3.a1:KO-a1.a8.a6:KO-a7.a1.a8
lpxD	VC2250	KO-a1.a7.b4:KO-a7.a1.a6
VC2251	VC2251	KO-a8.a3.a5
VC2252	VC2252	KO-a7.a2.b6:KO-a7.a3.a1
VC2253	VC2253	KO-a7.a1.a4
VC2254	VC2254	KO-a1.a9.a1
VC2255	VC2255	KO-a1.a3.b0
VC2256	VC2256	KO-a1.a7.b7:KO-a1.a9.a1:KO-a7.a1.b0
frr	VC2257	KO-a7.a2.a8
pyrH	VC2258	KO-a1.a4.a2
tsf	VC2259	KO-a7.a2.a8:KO-a7.a2.b6
rpsB	VC2260	KO-a2.a2.a1:KO-a7.a2.a5
VC2261	VC2261	KO-a7.a1.a4
VC2262	VC2262	KO-a3.a2.a1
VC2264	VC2264	None
VC2265	VC2265	KO-a1.a3.b0
VC2266	VC2266	KO-a1.a8.a1
nusB	VC2267	KO-a7.a2.a2:KO-a7.a2.a6
ribH	VC2268	KO-a1.a8.a2
VC2269	VC2269	KO-a1.a8.a2:KO-a1.a8.a8
VC2270	VC2270	KO-a1.a8.a2
VC2271	VC2271	KO-a1.a8.a2:KO-a4.a4.a1
nrdR	VC2272	KO-a7.a2.a1
proA	VC2273	KO-a1.a5.a9:KO-a1.b0.b7
VC2274	VC2274	KO-a1.a5.a9:KO-a1.b0.b7
VC2275	VC2275	KO-a7.a2.a1
frsA	VC2276	KO-a8.a1.a1
VC2277	VC2277	KO-a1.a4.a1
VC2278	VC2278	KO-a7.a3.a1
VC2279	VC2279	KO-a1.a6.a7:KO-a7.a1.a4
VC2280	VC2280	None
VC2281	VC2281	KO-a7.a2.a6
VC2282	VC2282	KO-a8.a4.a2
VC2283	VC2283	KO-a8.a3.a1
VC2285	VC2285	KO-a4.a4.a2
VC2286	VC2286	None
VC2287	VC2287	KO-a7.a2.b5
VC2288	VC2288	KO-a8.a4.a2
VC2289	VC2289	KO-a8.a1.a1
VC2290	VC2290	KO-a8.a1.a1
VC2291	VC2291	KO-a8.a1.a1
VC2292	VC2292	KO-a8.a1.a1
VC2293	VC2293	KO-a8.a1.a1
VC2294	VC2294	KO-a8.a1.a1
VC2295	VC2295	KO-a8.a1.a1
VC2296	VC2296	KO-a7.a2.a1
VC2297	VC2297	KO-a7.a2.a6
VC2298	VC2298	KO-a8.a3.a5
VC2299	VC2299	KO-a6.b1.a3:KO-a7.a2.a9:KO-a7.a3.a7
VC2300	VC2300	KO-a6.b1.a1:KO-a7.a3.a1
VC2301	VC2301	KO-a8.a3.a4
VC2302	VC2302	KO-a7.a2.a2
VC2303	VC2303	KO-a8.a4.a2
VC2305	VC2305	KO-a7.a3.a1
VC2307	VC2307	KO-a1.a8.a5
VC2308	VC2308	KO-a7.a1.a4
VC2309	VC2309	KO-a8.a1.a1
VC2310	VC2310	KO-a8.a4.a1
VC2311	VC2311	KO-a7.a2.a7
mltA	VC2312	KO-a7.a1.a7
VC2314	VC2314	None
VC2316	VC2316	KO-a1.a5.a8
VC2318	VC2318	None
VC2319	VC2319	KO-a2.a4.a5:KO-a7.a2.b5
VC2320	VC2320	KO-a2.a4.a5:KO-a7.a2.b5
recC	VC2322	KO-a2.a4.a5:KO-a7.a2.b5
VC2323	VC2323	KO-a7.a3.a3
VC2324	VC2324	None
VC2326	VC2326	KO-a8.a4.a2
VC2329	VC2329	KO-a1.a5.a6
VC2330	VC2330	KO-a8.a3.a6
VC2332	VC2332	None
VC2333	VC2333	None
VC2334	VC2334	KO-a7.a3.a1
VC2335	VC2335	None
VC2336	VC2336	KO-a8.a4.a1
VC2337	VC2337	KO-a7.a2.a1
VC2338	VC2338	None
VC2339	VC2339	KO-a7.a3.a1
VC2340	VC2340	None
VC2341	VC2341	KO-a1.a3.a1:KO-a1.a3.a3:KO-a4.a4.a1:KO-a7.a1.a8:KO-a7.a3.a7
VC2342	VC2342	KO-a7.a2.a8:KO-a7.a2.b6
VC2343	VC2343	KO-a7.a2.b5
VC2344	VC2344	None
serB	VC2345	KO-a1.a2.a6:KO-a1.a5.a2:KO-a7.a1.a3
VC2346	VC2346	KO-a8.a3.a4
deoD	VC2347	KO-a1.a4.a1:KO-a1.a4.a2:KO-a1.a8.a4
VC2348	VC2348	KO-a1.a1.a3:KO-a1.a4.a1
deoA	VC2349	KO-a1.a4.a2
VC2350	VC2350	KO-a1.a1.a3
VC2352	VC2352	KO-a8.a3.a1
VC2353	VC2353	KO-a8.a1.a1
VC2355	VC2355	KO-a8.a4.a2
VC2356	VC2356	KO-a8.a3.a1
VC2357	VC2357	None
VC2358	VC2358	None
VC2359	VC2359	KO-a2.a4.a2:KO-a7.a2.b5
VC2360	VC2360	KO-a2.a4.a2:KO-a7.a2.b5
VC2361	VC2361	KO-a8.a4.a1
VC2362	VC2362	KO-a1.a5.a2:KO-a1.a8.a3
