name1,type1,ref1,name2,type2,ref2,nb_chimeras,nb_multi,p_value,fdr,in_libs,strand1,left1,right1,left2,right2,strand2,relpos1,relpos2
VCA1095,CDS,NC_002506,VCA0840,CDS,NC_002506,5,2,0.0004348152884002776,0.009757727035166995,2,-,1050323,1052012,784647,785020,+,0.9792,0.1237
VC1964,3UTR,NC_002505,VC0745,3UTR,NC_002505,5,0,0.00017443213465277596,0.004896847263596211,2,-,2114141,2114180,798785,798819,-,0.8158,0.0134
VC1964,3UTR,NC_002505,VC2221,CDS,NC_002505,5,0,1.2144656503585726e-6,7.433843792209607e-5,2,-,2114141,2114181,2375938,2376006,+,0.8158,0.0571
VC1964,3UTR,NC_002505,Vcr065,sRNA,NC_002505,5,0,3.450717226271466e-8,2.825547154053942e-6,1,-,2114144,2114220,1617163,1617228,+,0.7763,0.32
VC0130,CDS,NC_002505,VC0132,CDS,NC_002505,5,1,2.434391277562652e-5,0.0009960322510574645,2,+,123997,125405,126878,128054,-,0.6561,0.2442
VC2397,CDS,NC_002505,VC2545,CDS,NC_002505,5,1,0.0014433771394098734,0.022657255862598324,2,-,2565567,2565916,2726216,2726564,+,0.5652,0.2547
VC1411,CDS,NC_002505,VC1625,CDS,NC_002505,5,0,0.0002592484425666309,0.006631708901187548,2,+,1504505,1505525,1747673,1749065,-,0.8033,0.1224
VC2738,CDS,NC_002505,VC0666,5UTR,NC_002505,5,0,0.003678502823368403,0.04105429822837145,2,+,2911097,2911583,714195,714322,+,0.9631,0.6212
hslU,CDS,NC_002505,VC2675,3UTR,NC_002505,5,4,1.8748882110825166e-12,2.335859224502024e-10,2,-,2841332,2842552,2842600,2842637,-,0.9189,0.0
VC1306,CDS,NC_002505,VC1305,5UTR,NC_002505,5,1,3.678513355023899e-7,2.5241300883560665e-5,2,+,1387760,1388854,1387033,1387077,+,1.0,0.6027
VC1306,CDS,NC_002505,VC1304,5UTR,NC_002505,5,0,7.056054418225263e-7,4.556216057074722e-5,2,+,1387476,1388733,1385298,1385403,+,0.9177,0.0667
Vcr076,sRNA,NC_002505,VC2030,3UTR,NC_002505,5,0,1.0070555446160413e-6,6.285864954563778e-5,2,-,2266034,2266127,2184595,2184639,+,0.8547,0.0
VC0088,CDS,NC_002505,flhA,CDS,NC_002505,5,0,0.0021289112140601284,0.029205145219084985,2,+,85831,86218,2224412,2224548,-,0.9415,0.8963
VC2050,CDS,NC_002505,VC2055,CDS,NC_002505,5,0,4.091833471365614e-6,0.00021608561382353738,1,-,2207672,2207935,2211357,2211460,-,0.6134,0.5918
VC2050,CDS,NC_002505,VC2053,CDS,NC_002505,5,2,5.171543972024807e-8,4.123386968905519e-6,1,-,2207480,2207881,2210470,2210705,-,1.0,0.5083
argD,CDS,NC_002505,VCA0843,CDS,NC_002506,5,1,0.002684025209218821,0.03379545246505144,2,-,2786610,2787503,786090,787028,+,0.9323,0.2368
VC0745,3UTR,NC_002505,VCA0691,5UTR,NC_002506,5,0,0.004554174266374095,0.046782258212150644,2,-,798787,798815,630114,630164,-,0.2282,0.3221
VCA1045,CDS,NC_002506,VCA0991:VCA0994,IGR,NC_002506,5,1,0.0031815026638863106,0.03756910710704795,1,+,995192,996713,946591,948057,-,0.94,0.0661
VCA1045,CDS,NC_002506,VCA1046,5UTR,NC_002506,5,3,4.2922175293256303e-10,4.402895424188955e-8,2,+,995597,996760,996882,996938,+,0.9641,0.0204
VCA1071,CDS,NC_002506,infC,CDS,NC_002506,5,0,0.00033890825687659266,0.00812301295756146,2,-,1022085,1022376,308610,308958,+,0.4597,0.0617
VCA0513,CDS,NC_002506,VCA0510,CDS,NC_002506,5,0,0.00145076268056558,0.022737043153005086,1,+,443395,444119,437494,439542,+,0.9433,0.1968
VC2062,CDS,NC_002505,VC1382,3UTR,NC_002505,5,0,2.02676507955883e-5,0.0008538482522804391,1,-,2217487,2217583,1476904,1476948,+,0.098,0.5207
VC0386:metH,IGR,NC_002505,VC0158:VC0162,IGR,NC_002505,5,1,4.193805375056763e-7,2.843228713156504e-5,2,+,403289,407222,150984,155993,+,0.7688,0.1058
VC0386:metH,IGR,NC_002505,VC2745:VC2753,IGR,NC_002505,5,0,1.3400203010409863e-5,0.0006017376068845336,2,+,403291,406782,2923201,2936960,-,0.7119,0.1032
VC0583,3UTR,NC_002505,prpB,3UTR,NC_002505,5,0,2.1188888507580533e-5,0.0008859116873961665,2,-,612525,612565,1420624,1420711,+,0.2685,0.0
VC0583,3UTR,NC_002505,VC1246,CDS,NC_002505,5,0,0.0003723559945402056,0.008717865273224806,2,-,612526,612563,1318467,1318613,-,0.2617,0.0191
VC0583,3UTR,NC_002505,VC1231,CDS,NC_002505,5,0,0.00024297286648697117,0.0063137773488833055,1,-,612526,612564,1305500,1305812,-,0.2617,0.1533
VC0583,3UTR,NC_002505,VC2473,CDS,NC_002505,5,0,0.0003723559945402056,0.008717865273224806,2,-,612526,612563,2654339,2654493,+,0.2617,0.3047
VC0583,3UTR,NC_002505,VCA0008,CDS,NC_002506,5,0,0.0035572324461279918,0.04023326550540533,1,-,612526,612561,7009,7759,-,0.2617,0.3167
VC0583,3UTR,NC_002505,VC0320,CDS,NC_002505,5,0,0.00041428893992889217,0.009409062384008352,2,-,612526,612561,333672,334143,-,0.2617,0.5954
VC0583,3UTR,NC_002505,VCA0312,5UTR,NC_002506,5,1,4.3181919985482263e-10,4.428323091375798e-8,2,-,612526,612563,323260,323287,-,0.2617,0.8523
VC0583,CDS,NC_002505,VC1117,CDS,NC_002505,5,0,0.0030513240037018897,0.036620595742610736,2,-,612653,613003,1186624,1186733,+,0.8574,0.5411
VC2058,CDS,NC_002505,VC2064,CDS,NC_002505,5,1,0.004786161708913335,0.0481759206320074,2,-,2213978,2214141,2220113,2220400,-,0.3638,0.4325
VC2058,CDS,NC_002505,VC2053,CDS,NC_002505,5,0,4.910573690161522e-6,0.0002528671173458351,1,-,2213870,2213913,2210472,2210612,-,0.5785,0.7012
CsrB,sRNA,NC_002505,VC0899,CDS,NC_002505,5,0,0.0006564233493865817,0.013181987723347308,1,-,196521,196739,957274,957716,-,0.9952,0.6693
VC2145,CDS,NC_002505,VC2146,CDS,NC_002505,5,3,1.0510083586181333e-7,7.960077220912583e-6,2,-,2300349,2301092,2301378,2301761,-,0.9945,0.0453
VC2145,CDS,NC_002505,VC2146,5UTR,NC_002505,5,2,6.70590197669663e-11,7.426634778202129e-9,2,-,2300395,2300999,2301800,2301901,-,0.9438,0.2081
rumA,CDS,NC_002505,infB,CDS,NC_002505,5,0,0.0006355607699526702,0.01287451477822041,1,-,2634116,2634290,685672,687379,+,0.2337,0.1243
VC0038,5UTR,NC_002505,cysE,CDS,NC_002505,5,0,0.0037067131200854476,0.04124060742122244,2,-,36688,36740,2822404,2822761,-,1.0,0.2631
VC0038,5UTR,NC_002505,VC1242,CDS,NC_002505,5,1,0.002168899856036526,0.029531081013113428,2,-,36780,36829,1314803,1315371,+,0.4295,0.0
VC0038,5UTR,NC_002505,rplA,CDS,NC_002505,5,0,0.0003962036777627767,0.00911699420239313,2,-,36704,36825,338292,338892,+,0.9396,0.0713
VC0072,CDS,NC_002505,VC0304,CDS,NC_002505,5,0,0.00222875390360053,0.030035743071789852,2,+,72412,73709,315209,316086,-,0.9527,0.1674
VC0072,CDS,NC_002505,VC0069,CDS,NC_002505,5,0,1.075976968659157e-8,9.463072345301332e-7,2,+,71791,72896,69409,70485,+,0.6002,0.094
VC2233:VC2235,IGR,NC_002505,VC2338,CDS,NC_002505,5,0,3.329139039119456e-6,0.00018070270522759955,2,-,2388908,2389114,2487620,2489831,-,1.0,0.2569
VC0980,CDS,NC_002505,VC0979,CDS,NC_002505,5,1,5.427958426739952e-12,6.546265132838255e-10,1,-,1044479,1045139,1043545,1044020,-,0.8228,0.3071
VCA0142,CDS,NC_002506,VCA0143,CDS,NC_002506,5,0,8.546558355319892e-13,1.0919299360340371e-10,1,+,157542,157838,158949,158995,+,0.2212,0.0
dnaE,CDS,NC_002505,fabZ,CDS,NC_002505,5,2,7.5332371362082e-5,0.0025160385360170267,2,-,2398089,2399699,2404030,2404259,-,0.8978,0.4056
VC1284,CDS,NC_002505,VC1283,CDS,NC_002505,5,1,1.1329394838338618e-10,1.2307935470200474e-8,2,+,1359756,1360252,1358722,1359011,+,0.9365,0.0746
VC2252,CDS,NC_002505,VC2338,CDS,NC_002505,5,0,0.004047099145282398,0.043532014862459674,2,-,2406423,2408419,2487959,2490410,-,0.8706,0.0721
VC0401,CDS,NC_002505,uvrA,CDS,NC_002505,5,1,6.088446975163603e-5,0.0021243198264434306,2,+,427384,427615,418019,419668,-,0.7571,0.2867
VC2464,CDS,NC_002505,VC2430,CDS,NC_002505,5,0,0.0034933856712554404,0.03979441400474049,1,-,2647265,2647375,2604701,2605160,-,0.634,0.1899
ispD,CDS,NC_002505,ftsB,CDS,NC_002505,5,5,5.413946466637429e-8,4.301504022538319e-6,2,+,560146,560669,559853,559993,+,0.8668,0.2621
VC0298,CDS,NC_002505,VC2654,CDS,NC_002505,5,0,0.0002216719869014086,0.005883300742877304,2,-,305165,306280,2825102,2825308,-,0.9774,0.0714
VC2065,CDS,NC_002505,Vcr090,sRNA,NC_002506,5,0,0.00013337412384689467,0.003976050347840055,2,-,2220798,2220994,3202,3246,+,0.9209,0.0
VC2065,CDS,NC_002505,fliA,CDS,NC_002505,5,4,0.0007092859006147312,0.013930380311229113,2,-,2220831,2221141,2221210,2221899,-,0.8367,0.0218
ilvH,CDS,NC_002505,VC2476:ilvH,IGR,NC_002505,5,0,1.2531931777280736e-8,1.092899189207461e-6,2,-,2661500,2661938,2659654,2660744,-,0.9211,0.1611
VC2483,CDS,NC_002505,VC2484,CDS,NC_002505,5,0,2.41713332872845e-6,0.00013689120962848491,2,-,2662743,2663493,2664622,2665316,-,0.5433,0.3612
pfkA,CDS,NC_002505,Vcr058,sRNA,NC_002505,5,3,0.00010748177293503475,0.003354832958756187,2,-,2856783,2857341,1578752,1578907,-,1.0,0.1276
VC1649,CDS,NC_002505,VC1646:VC1649,IGR,NC_002505,5,0,5.385510252108859e-13,6.980989866321535e-11,2,-,1775055,1775867,1773320,1774313,-,0.8718,0.2193
truD,CDS,NC_002505,VC0525,CDS,NC_002505,5,0,1.4177178349124812e-6,8.51981315813524e-5,2,+,561770,562301,558356,558843,+,0.9548,0.0
VCA1033,CDS,NC_002506,VC1001,CDS,NC_002505,5,0,0.00011727262230226518,0.00358888249741444,2,-,983244,983718,1072005,1072970,+,0.5443,0.0798
VC0574,CDS,NC_002505,VCA1056,CDS,NC_002506,5,0,0.0005067623841750249,0.010923248929287102,2,+,604845,605396,1005713,1007171,-,0.4617,0.2487
VC0574,CDS,NC_002505,VC0568,CDS,NC_002505,5,0,0.002257901567715068,0.030300058753696756,2,+,604993,605851,601728,602597,+,0.8213,0.0
VC0377,CDS,NC_002505,gltA,CDS,NC_002505,5,0,0.0031367774795095,0.03724299674338337,1,-,393079,393506,2253380,2253695,+,0.9067,0.1691
VC0377,CDS,NC_002505,VC0373:VC0377,IGR,NC_002505,5,2,2.71847677070585e-7,1.915960356185598e-5,1,-,393166,393515,390442,392763,-,0.718,0.0389
astD,CDS,NC_002505,VC0964,CDS,NC_002505,5,0,0.00230954079159291,0.030763428527761125,2,-,2784550,2785164,1029468,1029653,-,0.5553,0.0
astD,CDS,NC_002505,VC1270,CDS,NC_002505,5,3,0.0009246469121466295,0.016772338989957558,1,-,2784437,2785291,1345433,1345847,+,0.6328,0.1006
astD,CDS,NC_002505,VC2615,5UTR,NC_002505,5,1,2.1289686250018233e-7,1.530471850240533e-5,2,-,2783911,2785257,2783754,2783839,-,0.9938,0.0
astD,CDS,NC_002505,argD,5UTR,NC_002505,5,2,9.436674053712844e-5,0.00302162934415541,2,-,2783972,2784858,2787725,2787799,-,0.952,0.604
VC1342,CDS,NC_002505,VC1341,CDS,NC_002505,5,0,4.63870838506456e-13,6.031790942245223e-11,2,+,1429223,1429819,1427894,1428196,+,0.9649,0.0
VCA0368,CDS,NC_002506,VCA0367,CDS,NC_002506,5,3,3.7098471136698147e-13,4.8476114589141474e-11,2,+,355939,356289,354854,355843,+,0.7687,0.0
clpX,CDS,NC_002505,VC1920,CDS,NC_002505,5,0,4.508873445318347e-6,0.00023483752549220758,2,-,2072149,2072897,2071058,2071466,-,0.7656,0.1102
VCA0238,CDS,NC_002506,VC0422,CDS,NC_002505,5,0,6.913219186209052e-5,0.0023512312784641372,2,+,259701,259835,451410,451555,+,0.6628,0.0076
VCA0238,CDS,NC_002506,VC2547,CDS,NC_002505,5,0,0.003722535207989247,0.04135108867171249,2,+,259523,259642,2727453,2730526,-,0.5458,0.0709
VCA0238,CDS,NC_002506,VCA0235,CDS,NC_002506,5,0,1.1133487602368342e-10,1.2102149641624181e-8,2,+,258771,259799,256842,257432,+,0.641,0.5046
VC1184,CDS,NC_002505,VC1184:VC1185,IGR,NC_002505,5,2,3.4944751389736226e-10,3.617377583146119e-8,2,+,1257728,1257902,1259009,1259083,+,0.1768,0.0
VC1000,CDS,NC_002505,VC1004,CDS,NC_002505,5,0,4.160289686723628e-6,0.00021931299237145114,2,+,1070967,1071652,1074645,1075661,+,0.7765,0.1929
VC1000,CDS,NC_002505,VC1015,CDS,NC_002505,5,1,5.562104596254934e-6,0.00028144897503418415,1,+,1070955,1071740,1083475,1083937,-,0.8715,0.7796
VC1987,CDS,NC_002505,VC2030,CDS,NC_002505,5,1,0.004144009553285962,0.04415562725965058,2,-,2139782,2140339,2182797,2183873,+,0.9918,0.4284
VC1929,CDS,NC_002505,VC0551,CDS,NC_002505,5,0,0.0028657774494381073,0.035208979000743296,2,-,2081458,2081784,584464,585071,+,0.6283,0.0133
VC1929,CDS,NC_002505,tig:VC1927,IGR,NC_002505,5,2,3.883851457615682e-9,3.6096471944076894e-7,2,-,2081089,2081385,2078380,2078761,-,0.998,0.0235
VC1066,CDS,NC_002505,VCA0738,CDS,NC_002506,5,0,0.004222433349349224,0.044678006647588676,2,+,1132429,1133067,684394,685378,-,0.891,0.1302
zntA:VC1034,IGR,NC_002505,VCA0518:VCA0523,IGR,NC_002506,5,5,9.96175073171446e-12,1.1793209444235684e-9,2,+,1100012,1100242,456824,456850,-,1.0,0.0028
VCA0985,CDS,NC_002506,VCA0983,3UTR,NC_002506,5,0,1.6345115324691006e-9,1.5819173744492162e-7,2,+,934898,936940,932795,932868,+,0.9677,0.0
VC0487,CDS,NC_002505,VC2000,CDS,NC_002505,5,0,0.0001372428473431419,0.00406638293906256,2,+,518265,518618,2152511,2152674,+,0.6621,0.2472
VC0487,CDS,NC_002505,aceF,CDS,NC_002505,5,0,0.005082240104253337,0.049880067909965735,2,+,518057,519243,2582991,2583922,-,1.0,0.5097
VC0040,CDS,NC_002505,VC1497,CDS,NC_002505,5,0,7.752939124683506e-7,4.9628646117076555e-5,2,+,38069,38158,1608755,1609093,-,0.4791,0.0942
VC0350,CDS,NC_002505,miaA,3UTR,NC_002505,5,0,9.001120327760505e-7,5.675744852995329e-5,1,+,373308,373805,369985,370033,+,0.852,0.0814
VC2738,3UTR,NC_002505,VC2124,CDS,NC_002505,5,0,0.00280778689311624,0.03476030957288839,2,+,2911660,2911704,2278469,2278571,-,1.0,0.0308
VC2738,3UTR,NC_002505,VCA0892,CDS,NC_002506,5,0,0.0026223067464428654,0.03332820351029889,1,+,2911637,2911703,845054,845150,-,1.0,0.7588
VC2738,3UTR,NC_002505,cysB,CDS,NC_002505,5,0,0.004574295486461947,0.046910473332257424,2,+,2911634,2911703,2058295,2058766,-,1.0,0.1674
VC2738,3UTR,NC_002505,VC0059:ccrB,IGR,NC_002505,5,0,7.291462424702565e-5,0.0024520669989282107,1,+,2911658,2911703,58696,58765,+,1.0,0.8874
Vcr106,sRNA,NC_002506,VC2206,CDS,NC_002505,5,0,0.001033796739730446,0.018116357509785155,2,+,926597,926637,2350981,2351158,-,1.0,0.4165
Vcr106,sRNA,NC_002506,VC0480,CDS,NC_002505,5,0,1.2500873133595157e-6,7.626956693362621e-5,2,+,926597,926633,510752,511128,+,0.9474,0.0
VCA0822,CDS,NC_002506,VCA0824,3UTR,NC_002506,5,1,1.221513719651167e-10,1.3241286739023681e-8,2,-,768068,768677,769912,769976,-,0.9895,0.0
ectC,CDS,NC_002506,VCA0822,CDS,NC_002506,5,1,6.024448032558257e-7,3.955415074880952e-5,2,-,769504,769851,768059,769089,-,0.9279,0.2725
VCA1039,CDS,NC_002506,VCA0975,CDS,NC_002506,5,0,0.001966520473918036,0.02772935726315079,1,+,990237,990279,922136,923142,-,1.0,0.4305
VC1248,CDS,NC_002505,VC1246,CDS,NC_002505,5,0,5.020680253144387e-9,4.6077220523548487e-7,2,-,1319360,1320500,1318173,1318618,-,0.9292,0.0104
VCA0963,CDS,NC_002506,cyaA,CDS,NC_002505,5,0,0.004740477235769796,0.047904620778779966,1,-,912370,912867,117433,118087,+,0.9512,0.5452
VC0042,CDS,NC_002505,VC2141,CDS,NC_002505,5,0,0.00014923199793945427,0.00434422007426976,2,-,40277,40317,2295819,2296111,-,0.1875,0.2386
VC0250,CDS,NC_002505,VC0341,3UTR,NC_002505,5,0,0.00048058991572931477,0.010505256931446648,2,+,256226,256637,361861,361937,+,0.4093,0.6752
VC0250,CDS,NC_002505,VC0251,3UTR,NC_002505,5,0,0.0005220964487585139,0.011158119433126121,1,+,256495,257302,259754,259817,+,1.0,0.0
VC2049,CDS,NC_002505,fliA,CDS,NC_002505,5,0,0.0008585990895541794,0.015923552359423675,1,-,2206666,2207299,2221329,2221866,-,0.6746,0.0668
VC2049,CDS,NC_002505,VC1968,CDS,NC_002505,5,0,3.5292561698634793e-6,0.00019022372345588526,2,-,2206575,2207457,2120060,2120373,-,0.7496,0.3706
VC2729,CDS,NC_002505,VC2724,CDS,NC_002505,5,2,0.0021219627722094754,0.029148101122284085,2,-,2901571,2901935,2897653,2898085,-,0.6199,0.164
VC2729,CDS,NC_002505,VC2728,CDS,NC_002505,5,5,8.55699669243355e-7,5.4222533169299845e-5,2,-,2901446,2901606,2901122,2901356,-,0.8339,0.0085
VC1349,CDS,NC_002505,eno,CDS,NC_002505,5,0,0.0015663074667962463,0.023912796996335358,1,+,1436802,1436837,2626850,2626892,-,0.0556,0.7879
VCA0690,CDS,NC_002506,VCA0037,CDS,NC_002506,5,0,0.0026248413486525254,0.03334793078507534,2,-,628118,629024,45627,46051,-,0.9884,0.0863
VCA0690,CDS,NC_002506,VC0983,CDS,NC_002505,5,0,0.00024238303836441902,0.006302216026802444,2,-,628957,629134,1046661,1047091,-,0.2921,0.0749
VC2548,CDS,NC_002505,VC2775,CDS,NC_002505,5,0,0.0003412021070181838,0.008164578949698255,2,-,2730837,2731697,2959395,2961001,-,0.9731,0.0237
VC2548,CDS,NC_002505,VCA1106,CDS,NC_002506,5,0,1.2048234957172227e-5,0.0005498554369881695,2,-,2730820,2732183,1062394,1062777,-,0.9828,0.0396
VCA0990,CDS,NC_002506,VCA0991:VCA0994,IGR,NC_002506,5,1,5.612073134917919e-9,5.11339565533056e-7,2,-,944535,945310,946504,947423,-,0.5886,0.4371
VCA0990,CDS,NC_002506,VCA0991,CDS,NC_002506,5,1,2.1068603160722065e-12,2.615463136444723e-10,2,-,944138,945157,945404,946273,-,0.8974,0.04
VC2030,CDS,NC_002505,VC2041,CDS,NC_002505,5,0,0.0004021731401498419,0.009214040196839324,2,+,2181827,2183509,2197397,2198262,+,0.6539,0.0111
VC1304,CDS,NC_002505,VC1299:VC1304,IGR,NC_002505,5,0,2.7287897472978605e-5,0.0010964555401363242,1,+,1386163,1386683,1381875,1385091,+,0.8477,0.3433
VC2518,CDS,NC_002505,VC2519,CDS,NC_002505,5,2,5.880101100112561e-8,4.648628899781132e-6,1,-,2704887,2705351,2705365,2706144,-,0.9674,0.0
VC0603,CDS,NC_002505,VCA0278:VCA0291,IGR,NC_002506,5,0,0.000994835720845367,0.017652318132565136,1,+,631351,633073,297775,303233,-,0.7594,0.5379
VC0403,CDS,NC_002505,VC0671,CDS,NC_002505,5,0,0.0016957955096791536,0.025189915150361446,2,+,429647,429956,717258,717358,+,0.6686,0.3064
Vcr007,sRNA,NC_002505,VC0147,CDS,NC_002505,5,1,4.475826516345334e-9,4.129282913903975e-7,2,+,136497,136570,137727,137830,+,1.0,0.6579
VC1087,CDS,NC_002505,VC1082,CDS,NC_002505,5,3,0.0020525433089063154,0.028513158693353184,2,+,1154284,1155523,1149019,1149351,+,0.9464,0.0
VC0071,CDS,NC_002505,VCA0490,CDS,NC_002506,5,0,1.0497703468218776e-11,1.2413920846189504e-9,2,-,71345,71396,426420,427099,+,0.1974,0.0131
VC2063,CDS,NC_002505,VC1532,CDS,NC_002505,5,0,0.0003790162848647224,0.008833367114443496,2,-,2218284,2219170,1645143,1645279,-,0.7204,0.3315
VCA0441,CDS,NC_002506,VqmR,sRNA,NC_002506,5,0,6.207833368338948e-5,0.0021573065941370997,1,+,396991,397863,1031476,1031536,+,0.9634,0.2533
VC1886,CDS,NC_002505,Vcr076,sRNA,NC_002505,5,0,0.0005364676832345417,0.011387041676113877,2,+,2032216,2032630,2266032,2266134,-,0.6308,0.0
VC1766,CDS,NC_002505,VC1760,CDS,NC_002505,5,0,0.00036079046675600157,0.008512202023262758,2,-,1909964,1910782,1898432,1900405,-,0.4586,0.3055
rplF,CDS,NC_002505,rplN,5UTR,NC_002505,5,0,7.350839117463491e-5,0.0024675900518863823,2,-,2757287,2757428,2759694,2759737,-,0.6792,0.225
VC2617,CDS,NC_002505,Vcr222,sRNA,NC_002505,5,2,0.0020169096799010264,0.02820810329579641,2,-,2785521,2786271,2783820,2783945,-,0.8508,0.0
VC1492,CDS,NC_002505,VC2390,CDS,NC_002505,5,0,0.004670609046459056,0.04747223512143841,2,-,1599064,1600272,2557340,2557978,-,0.6937,0.4012
VC1492,CDS,NC_002505,VCA0144,CDS,NC_002506,5,0,0.003830991794811441,0.0421039236562508,1,-,1598869,1600787,159193,159999,+,0.7339,0.0455
rpsH,CDS,NC_002505,rpsC,CDS,NC_002505,5,0,0.004158066303869381,0.04425654185845822,2,-,2757724,2757838,2760704,2761412,-,0.8469,0.0
rpsH,CDS,NC_002505,rpsM,CDS,NC_002505,5,0,0.0008072152603235526,0.015250455454764583,2,-,2757803,2758068,2753606,2753897,-,0.6454,0.1629
rpsH,CDS,NC_002505,rplN,5UTR,NC_002505,5,0,0.0002127799425909262,0.005703654233407916,1,-,2757664,2757931,2759654,2759740,-,1.0,0.1875
secG,3UTR,NC_002505,VC1874,CDS,NC_002505,5,0,0.0007108493288086534,0.01394934634011551,1,+,682911,683017,2018302,2019025,+,1.0,0.0
clpA,CDS,NC_002505,VC1607,CDS,NC_002505,5,0,0.0032760981338924703,0.038245064393569145,2,+,1213738,1214999,1722116,1722832,+,0.8678,0.2577
VC1768,CDS,NC_002505,VC1765,CDS,NC_002505,5,0,0.00048532811500633837,0.010587136596252543,1,-,1912584,1913384,1907655,1908618,-,0.7831,0.0782
VCA0802,CDS,NC_002506,VC1520,CDS,NC_002505,5,0,1.946047599330608e-7,1.407845518096092e-5,1,-,744679,744970,1634097,1634459,-,0.3011,0.0132
VCA0521,CDS,NC_002506,VCA0590,CDS,NC_002506,5,0,5.117727173846332e-6,0.000262160471742871,2,+,453068,454071,527973,528340,-,0.8139,0.1996
VC2007:VC2009,IGR,NC_002505,gltD2,CDS,NC_002505,5,0,3.115552662366701e-5,0.0012238895836430184,2,-,2161760,2162154,2543357,2543548,+,0.3466,0.8643
apaH,CDS,NC_002505,VC0434:apaH,IGR,NC_002505,5,2,2.4762253826576173e-10,2.602273826988452e-8,2,-,470485,471282,469588,470233,-,0.958,0.0169
VC1308,CDS,NC_002505,VC1077,CDS,NC_002505,5,0,0.002121042222995945,0.029138412092774478,2,+,1390351,1391158,1145863,1146009,-,0.7677,0.0
VC2215,CDS,NC_002505,flgE,CDS,NC_002505,5,0,0.004232136638197721,0.04473730140975127,2,+,2368391,2369266,2344217,2345439,-,0.4055,0.0
VC2341,CDS,NC_002505,VC2055,CDS,NC_002505,5,0,1.9945129423606008e-5,0.0008424470695658996,2,+,2494841,2495067,2211375,2211669,-,0.8729,0.3138
gmhA:VC2232,IGR,NC_002505,VC2722,3UTR,NC_002505,5,0,1.1700014391081626e-18,2.0582433797071399e-16,1,-,2386331,2386366,2896876,2896920,+,0.1051,0.1653
VC2769,CDS,NC_002505,VC2772,CDS,NC_002505,5,1,6.091493863153553e-5,0.0021250850486662174,2,-,2955124,2955319,2957067,2957306,-,0.9922,0.4518
VC2769,CDS,NC_002505,VC0177:VC0178,IGR,NC_002505,5,0,0.0007378385249203881,0.014323519572939794,2,-,2955113,2955270,178955,179039,+,1.0,0.5116
VC0239,CDS,NC_002505,VC0422,CDS,NC_002505,5,0,0.0006189049692220326,0.012636179507761258,2,-,244086,244917,451413,452730,+,0.5068,0.0097
VC0239,CDS,NC_002505,VC0252:VC0255,IGR,NC_002505,5,0,0.00048068940052056535,0.010505939349239678,2,-,243784,244804,260614,260647,+,0.6772,0.0644
VC0239,CDS,NC_002505,alaS,CDS,NC_002505,5,1,0.002989366536736527,0.03614403848499496,2,-,244464,244916,576735,577258,+,0.2935,0.0817
VC2547,CDS,NC_002505,VC2528,CDS,NC_002505,5,0,6.376432380718957e-5,0.0022056330361824336,1,-,2727044,2730773,2711467,2711804,+,0.996,0.4662
VC0734,CDS,NC_002505,VC1242,CDS,NC_002505,5,2,0.0018370555076548155,0.026523754216047364,2,+,789071,790279,1314818,1315706,+,0.7964,0.0
VC2456,CDS,NC_002505,VC2529,CDS,NC_002505,5,3,0.0020891430275693707,0.028841319893221563,2,-,2639894,2640049,2712195,2713375,+,0.3859,0.1948
VCA0269,CDS,NC_002506,VCA0270,CDS,NC_002506,5,1,1.7036625374945512e-8,1.4633626414192328e-6,2,+,287117,288481,289033,289739,+,0.8966,0.1831
flhA,CDS,NC_002505,VCA0011:VCA0023,IGR,NC_002506,5,0,0.0004050474045428688,0.00926142254700818,2,-,2224312,2225663,18065,26222,-,1.0,0.1053
flhA,CDS,NC_002505,prfA,CDS,NC_002505,5,0,0.004829496962083025,0.04842233272678271,1,-,2224671,2226312,2323878,2324415,-,0.8376,0.4072
flhA,CDS,NC_002505,VCA0265,CDS,NC_002506,5,0,4.4880502199613e-7,3.0224098104977362e-5,1,-,2225301,2225485,282436,282677,+,0.5366,0.3658
VC2137,CDS,NC_002505,CsrB,sRNA,NC_002505,5,0,0.0037398705813256926,0.041473576384878974,2,-,2292077,2292475,196622,196754,-,0.4782,0.431
VC2137,CDS,NC_002505,fliE,CDS,NC_002505,5,0,0.0010332078528092804,0.018109437512512136,2,-,2291375,2292190,2288332,2288611,-,0.957,0.0707
VC2137,CDS,NC_002505,fliS,CDS,NC_002505,5,0,1.4218975708193958e-5,0.0006330987912925959,1,-,2291327,2292122,2293022,2293424,-,0.9898,0.0
VC2047,CDS,NC_002505,VC2598,CDS,NC_002505,5,0,5.4464804096145854e-5,0.0019392883524607745,2,+,2205034,2205276,2765437,2765664,-,0.7574,0.4455
VC1700,CDS,NC_002505,VC1903,CDS,NC_002505,5,0,0.0005604574929676549,0.011755581353774726,2,+,1832936,1833331,2052030,2053621,-,0.7798,0.3751
VC0637,CDS,NC_002505,rrmJ,5UTR,NC_002505,5,0,6.000498898368363e-8,4.735790069047072e-6,2,+,678722,679213,677321,677384,+,0.5673,0.651
VC0170,CDS,NC_002505,glyQ:VC0024,IGR,NC_002505,5,0,0.0023876090244831297,0.031401156172820875,1,+,168556,169436,20158,20731,-,0.5271,0.3623
VC0170,CDS,NC_002505,fadA,CDS,NC_002505,5,0,0.00504480210748839,0.0496703465454364,2,+,168570,169289,2945216,2945663,+,0.4414,0.5993
