name1,gene1,name2,gene2,type1,type2,relpos1,relpos2,nb_fragments,libs,norm_odds,p_value,ip_total_ratio1,ip_total_ratio2,chromosome1,first_start1,last_start1,chromosome2,first_start2,last_start2
VC0487,VC0487,VC0486,VC0486,gene,gene,0.28095684803001875,0.3068391866913124,7,2,100.77,0.0,3.03,2.96,NC_002505,518109,518199,NC_002505,517006,517077
VCA0013,VCA0013,VCA0013,VCA0013,gene,gene,0.12023247366509263,0.4961859789320741,7,2,151.79,0.0,5.62,4.08,NC_002506,12729,12774,NC_002506,13777,13797
VC0350,VC0350,hfq,hfq,gene,gene,0.4796875,0.0941385435168739,7,2,39.93,1.8e-9,3.09,1.0,NC_002505,373712,373757,NC_002505,370312,370391
VC0349,VC0349,VC0348,VC0348,gene,gene,0.41425689307330194,0.5229704216488358,7,2,41.7,1.4e-9,1.91,1.25,NC_002505,372506,372585,NC_002505,371408,371445
tyrA,tyrA,VC0695,VC0695,gene,gene,0.5501051156271899,0.19227967953386743,7,2,111.17,0.0,1.93,2.3,NC_002505,745523,745587,NC_002505,743902,743994
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC2497|VC2489,IG.VC2497|VC2489,igr,igr,0.29082856615611735,0.16250951213325443,7,2,235.82,0.0,0.56,0.18,NC_002505,55358,55368,NC_002505,-2679862,-2679833
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0386|metH,IG.VC0386|metH,igr,igr,0.3757429946221342,0.7139442231075698,7,2,21.62,1.17e-7,0.48,0.37,NC_002505,152863,152898,NC_002505,406721,406745
VC2013,VC2013,VC2013,VC2013,gene,gene,0.0,0.5837957824639289,7,2,50.37,4.0e-10,0.83,1.18,NC_002505,-2168057,-2168021,NC_002505,-2166986,-2166908
rpsA,rpsA,U5.rpsA -> rpsA,rpsA,gene,gene,0.7436548223350253,0.0,7,2,22.72,8.28e-8,0.6,0.77,NC_002505,-2063898,-2063839,NC_002505,-2065489,-2065423
VC0405,VC0405,VC0408,VC0408,gene,gene,0.056240749876665025,0.21685393258426966,7,2,275.22,0.0,5.41,3.01,NC_002505,431617,431658,NC_002505,435158,435195
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC2497|VC2489,IG.VC2497|VC2489,igr,igr,0.8072459666006228,0.197091401031538,7,2,26.07,3.31e-8,0.22,0.63,NC_002505,155916,155942,NC_002505,-2679454,-2679424
IG.VC0158|VC0162,IG.VC0158|VC0162,VC0162,VC0162,igr,gene,0.9641947353523918,0.5969730941704036,7,2,47.43,6.0e-10,2.04,1.98,NC_002505,157010,157067,NC_002505,158614,158697
U5.VC1865 -> VC1865,VC1865,VC1865 -> U3.VC1865,VC1865,gene,gene,0.0,0.7441985968699406,7,2,67.11,1.0e-10,1.15,1.13,NC_002505,2005114,2005198,NC_002505,2006628,2006699
VCA0522,VCA0522,VCA0521,VCA0521,gene,gene,0.2555084745762712,0.6896138880574678,7,2,2845.4,0.0,2.19,2.74,NC_002506,455475,455499,NC_002506,454017,454083
IG.VC0386|metH,IG.VC0386|metH,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.30451527224435593,0.92381324477437,7,2,39.59,2.0e-9,0.46,0.27,NC_002505,403605,403695,NC_002505,767674,767683
IG.VC2497|VC2489,IG.VC2497|VC2489,U5.VC1840,VC1841,igr,gene,0.016064936163016828,0.32901134521880065,7,2,8.91,3.8556e-5,0.28,3.19,NC_002505,-2681587,-2681572,NC_002505,-1981233,-1981229
VC1721,cdiGMP riboswitch,Vcr211,Vcr211,srna,srna,-1.0,-1.0,7,2,179.38,0.0,1.52,4.88,NC_002505,1860344,1860397,NC_002505,1861533,1861533
VCA0675,VCA0675,IG.VCA0674|VCA0667,IG.VCA0674|VCA0667,gene,igr,0.5923939541686982,0.024409657734146988,7,2,1104.92,0.0,2.64,1.79,NC_002506,-610195,-610171,NC_002506,-608974,-608906
VC1258,VC1258,U5.VC1258 -> VC1258,VC1258,gene,gene,0.6310321715817694,0.0,7,2,148.95,0.0,2.23,0.62,NC_002505,1332201,1332278,NC_002505,1330206,1330294
VC0633,VC0633,U3.VCA0205,VCA0205,gene,gene,0.3520710059171598,0.7457002457002457,7,2,2.51,0.048306935,1.49,7.1,NC_002505,-675297,-675210,NC_002506,-222279,-222272
VC1866,VC1866,VC0350 -> U5.VC0351,VC0350,gene,gene,0.3268633540372671,0.6390625,7,2,3.8,0.0059323383,1.3,3.01,NC_002505,2007912,2007979,NC_002505,373913,373962
IG.VC0252|VC0255,IG.VC0252|VC0255,VC0251,VC0251,igr,gene,0.061019382627422826,0.7731364782138999,7,2,124.77,0.0,1.18,0.94,NC_002505,260603,260677,NC_002505,259579,259599
IG.VC0386|metH,IG.VC0386|metH,IG.fre|murB,IG.fre|murB,igr,igr,0.7116865869853918,0.700025826446281,7,2,225.47,0.0,0.25,0.34,NC_002505,406701,406730,NC_002505,329120,329144
VC0278,VC0278,VC0278,VC0278,gene,gene,0.0,0.5535233996772458,7,2,898.15,0.0,1.53,1.08,NC_002505,283416,283496,NC_002505,284546,284597
VCA0059,VCA0059,IG.VC2185|flgA,IG.VC2185|flgA,gene,igr,0.0,0.012807065967430307,7,2,55.84,2.0e-10,1.01,0.48,NC_002506,-66729,-66706,NC_002505,2331009,2331010
secA,secA,secA,secA,gene,gene,0.7678512122218532,0.167718365991365,7,2,141.04,0.0,2.19,3.44,NC_002505,-2560671,-2560607,NC_002505,-2562484,-2562407
U3.dnaA -> VC0013,VC0013,U3.VC2033,VC2033,gene,gene,0.0,0.8652815013404825,7,2,2.63,0.0386082308,2.34,3.85,NC_002505,8935,8992,NC_002505,-2187578,-2187562
VC1077,VC1077,Vcr043,Vcr043,gene,srna,0.35152284263959394,-1.0,7,2,6.59,0.0002478217,3.64,1.51,NC_002505,-1145582,-1145555,NC_002505,1114623,1114633
VC0647,VC0647,U5.VC0647 -> VC0647,Vcr032,gene,srna,0.793742280773981,-1.0,7,2,79.3,0.0,1.3,0.99,NC_002505,692302,692344,NC_002505,690219,690292
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2497|VC2489,IG.VC2497|VC2489,igr,igr,0.2585679161021627,0.19599222118880527,7,2,29.37,1.48e-8,0.18,0.63,NC_002505,-2933890,-2933837,NC_002505,-2679482,-2679422
VC0911,VC0911,VC0910,VC0910,gene,gene,0.1921529175050302,0.4642857142857143,7,2,257.59,0.0,3.47,1.96,NC_002505,971804,971868,NC_002505,970734,970753
VC1972,VC1972,VC1971,VC1971,gene,gene,0.5924499229583975,0.5138728323699422,7,2,366.46,0.0,2.58,1.49,NC_002505,-2123377,-2123302,NC_002505,-2122273,-2122220
VCA0768,VCA0768,VCA0769,VCA0769,gene,gene,0.40433673469387754,0.03859250851305335,7,2,41.4,1.4e-9,3.41,1.28,NC_002506,-711961,-711906,NC_002506,-713197,-713107
VCA0680 -> U3.VCA0680,VCA0680,VCA0678,VCA0678,gene,gene,0.48114285714285715,0.6970240229472929,7,2,160.5,0.0,1.35,2.33,NC_002506,616114,616197,NC_002506,614608,614692
VC0695,VC0695,tyrA,tyrA,gene,gene,0.4282592862345229,0.47372109320252276,7,2,55.06,2.0e-10,3.71,3.13,NC_002505,744248,744296,NC_002505,745402,745491
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.9040413360398597,0.8116331729408435,7,2,274.2,0.0,0.29,0.26,NC_002505,58679,58693,NC_002505,155936,155984
U3.VCA0769,VCA0769,VCA0768,VCA0768,gene,gene,0.5947786606129398,0.5950255102040817,7,2,123.21,0.0,1.86,3.89,NC_002506,-712688,-712637,NC_002506,-711669,-711601
Spot42,Spot42,U5.VC1902,nhaB,srna,gene,-1.0,0.773784355179704,7,2,93.82,0.0,0.21,1.49,NC_002505,106100,106123,NC_002505,2051160,2051171
mukB,mukB,mukB,mukB,gene,gene,0.8412565445026178,0.5156020942408377,7,2,340.73,0.0,3.81,1.72,NC_002505,-1849494,-1849480,NC_002505,-1851084,-1851001
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.25917005369060164,0.3454511902565049,7,2,20.66,1.587e-7,0.18,0.49,NC_002505,-2933887,-2933817,NC_002505,55632,55686
VC0415,VC0415,VC0414,VC0414,gene,gene,0.5755770662695457,0.8748151798915722,7,2,122.69,0.0,4.03,2.0,NC_002505,443062,443094,NC_002505,441908,441950
U5.VC0713,VC0713,VC2033,VC2033,gene,gene,0.0,0.19906166219839141,7,2,3.4,0.0106320337,0.3,1.72,NC_002505,762543,762565,NC_002505,-2189585,-2189531
VC0633,VC0633,U5.VC2392,secA,gene,gene,0.378698224852071,0.8631683825971438,7,2,7.67,9.79344e-5,1.49,4.09,NC_002505,-675232,-675203,NC_002505,-2560354,-2560351
tyrA,tyrA,VC0695,VC0695,gene,gene,0.43027330063069374,0.471959213401311,7,2,72.82,0.0,2.03,4.17,NC_002505,745373,745394,NC_002505,744304,744360
U3.pgk,pgk,pgk,pgk,gene,gene,0.7618403247631935,0.0,7,2,63.97,1.0e-10,0.88,0.8,NC_002505,509318,509376,NC_002505,508101,508180
U3.ubiB -> tatA,tatA,VC0088 -> U3.VC0088,VC0088,gene,gene,0.0,0.5684410646387833,7,2,224.45,0.0,1.65,3.83,NC_002505,84833,84889,NC_002505,86229,86288
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC0158|VC0162,IG.VC0158|VC0162,igr,igr,0.44964910797328145,0.8119162185111803,7,2,99.29,0.0,0.19,0.26,NC_002505,-2676473,-2676432,NC_002505,155927,155996
pfkA,pfkA,U3.VC0428,VC0428,gene,gene,0.5961389961389961,0.4206241519674355,7,2,8.49,5.09953e-5,2.61,1.38,NC_002505,-2856891,-2856822,NC_002505,-456849,-456824
hisS -> U3.hisS,hisS,VC0762,VC0762,gene,gene,0.7385204081632653,0.6397260273972603,7,2,128.56,0.0,1.64,1.97,NC_002505,813507,813598,NC_002505,815226,815295
cyaA,cyaA,cyaA,cyaA,gene,gene,0.47439067467326035,0.028611797951253973,7,2,19.61,2.216e-7,3.44,1.6,NC_002505,117530,117562,NC_002505,116270,116298
rplA,rplA,rplL,rplL,gene,gene,0.46553446553446554,0.19849624060150375,7,2,5.56,0.0006763548,0.65,0.87,NC_002505,338818,338898,NC_002505,340017,340083
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC0059|ccrB,IG.VC0059|ccrB,igr,igr,0.36599929750614685,0.29119763794057946,6,"1,2",366.21,0.0,0.34,0.74,NC_002505,-2931736,-2931701,NC_002505,55358,55372
U3.VC0428,VC0428,U5.rpmB,rpmB,gene,gene,0.4314789687924016,0.0,6,"1,2",4.2,0.0033965783,3.29,0.43,NC_002505,-456837,-456819,NC_002505,226162,226196
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.8110670818001698,0.5508053590245371,6,"1,2",111.03,1.0e-10,0.22,0.39,NC_002505,155918,155990,NC_002505,-2928063,-2928019
clpA,clpA,clpA,clpA,gene,gene,0.72568093385214,0.10739299610894941,6,"1,2",484.73,0.0,2.21,1.81,NC_002505,1215007,1215081,NC_002505,1213408,1213491
VC0911,VC0911,VC0911,VC0911,gene,gene,0.19014084507042253,0.7062374245472837,6,1,702.14,0.0,2.73,2.76,NC_002505,971800,971865,NC_002505,972836,972880
Vcr042,Vcr042,Spot42,Spot42,srna,srna,-1.0,-1.0,6,1,17.72,3.3586e-6,0.69,0.47,NC_002505,-1087554,-1087553,NC_002505,106109,106147
rimM,rimM,Vcr211,Vcr211,gene,srna,0.04918032786885246,-1.0,6,1,3.3,0.0217478103,1.38,8.87,NC_002505,596720,596787,NC_002505,1861514,1861533
IG.fre|murB,IG.fre|murB,IG.VC1786|VC1803,IG.VC1786|VC1803,igr,igr,0.7261105371900827,0.6641105662059742,6,1,7.6,0.0003708997,1.24,3.58,NC_002505,329325,329343,NC_002505,1944195,1944195
VC1903,VC1903,VC1865,VC1865,gene,gene,0.4179761156505343,0.7193739881273611,6,1,44.24,1.62e-8,2.59,1.82,NC_002505,-2053239,-2053204,NC_002505,2006605,2006630
rpsT,rpsT,VC2326,VC2326,gene,gene,0.0,0.17434210526315788,6,1,27.34,2.68e-7,0.6,2.74,NC_002505,-725679,-725656,NC_002505,2478558,2478590
rpoB,rpoB,VC0329,VC0329,gene,gene,0.6284393063583815,0.04439511653718091,6,1,44.35,1.58e-8,1.4,1.35,NC_002505,343212,343271,NC_002505,344821,344886
VC2063,VC2063,VC2064 -> U3.VC2064,VC2064,gene,gene,0.49077907414377114,0.5740922473012757,6,1,253.52,0.0,1.69,1.51,NC_002505,-2218554,-2218502,NC_002505,-2219999,-2219953
ruvB,ruvB,ruvA,ruvA,gene,gene,0.6142638036809815,0.0,6,1,933.47,0.0,1.0,2.39,NC_002505,-1984992,-1984906,NC_002505,-1986480,-1986401
VC2033,VC2033,sspA,Vcr203,gene,srna,0.5080428954423593,-1.0,6,1,8.56,0.0001858537,2.68,0.85,NC_002505,-2188657,-2188615,NC_002505,607004,607080
VC0249 -> U3.VC0249,VC0249,VC0251,VC0250,gene,gene,0.7317784256559767,0.7191011235955056,6,1,33.13,8.7e-8,1.24,1.33,NC_002505,256125,256190,NC_002505,257307,257395
VC2484,VC2484,VC2484,VC2484,gene,gene,0.0,0.45795724465558196,6,1,150.71,0.0,0.57,3.96,NC_002505,-2665964,-2665900,NC_002505,-2664893,-2664815
maf,maf,U3.VC2033,VC2033,gene,gene,0.3980370774263904,0.864946380697051,6,1,7.58,0.000371621,2.06,6.74,NC_002505,445067,445090,NC_002505,-2187580,-2187562
Spot42,Spot42,VC2030,VC2030,srna,gene,-1.0,0.1937536148062464,6,1,15.08,8.1526e-6,0.61,1.2,NC_002505,106077,106094,NC_002505,2182255,2182273
VC0459,VC0459,U3.VC0455,VC0455,gene,gene,0.16686114352392065,0.7057627118644068,6,1,256.55,0.0,7.35,4.96,NC_002505,-489355,-489328,NC_002505,-486456,-486453
rpoB,rpoB,rpoB,rpoB,gene,gene,0.3926011560693642,0.6769942196531792,6,1,40.49,2.7e-8,1.09,0.82,NC_002505,342211,342234,NC_002505,343412,343493
VC1343,VC1343,U3.VC0428,VC0428,gene,gene,0.0953058321479374,0.4314789687924016,6,1,20.42,1.4453e-6,1.93,1.95,NC_002505,-1430790,-1430721,NC_002505,-456837,-456820
mukB,mukB,mukB,mukB,gene,gene,0.7401047120418848,0.39078534031413614,6,1,101.96,1.0e-10,7.16,3.0,NC_002505,-1849998,-1849943,NC_002505,-1851675,-1851602
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.9492526296364643,0.5635506046464951,6,1,218.76,0.0,1.44,1.17,NC_002505,58925,58937,NC_002505,-2927794,-2927777
VCA0768,VCA0768,VCA0768,VCA0768,gene,gene,0.01020408163265306,0.670280612244898,6,1,138.23,0.0,3.6,2.17,NC_002506,-712556,-712548,NC_002506,-711525,-711509
IG.VC0059|ccrB,IG.VC0059|ccrB,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.29212031740173466,0.08003412113001154,6,1,195.31,0.0,0.53,0.29,NC_002505,55360,55381,NC_002505,-2937439,-2937405
VC2598,VC2598,VC0059,VC0059,gene,gene,0.13518696069031638,0.0,6,1,18.32,2.6926e-6,2.12,0.49,NC_002505,-2765708,-2765701,NC_002505,53593,53595
VC0936 -> U3.VC0936,VC0936,Vcr211,Vcr211,gene,srna,0.4655380894800484,-1.0,6,1,67.7,1.6e-9,2.79,8.87,NC_002505,1002403,1002487,NC_002505,1861514,1861533
IG.VC0713|VC0714,IG.VC0713|VC0714,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.9210783356124242,0.2627327010888655,6,1,385.26,0.0,0.29,0.6,NC_002505,767648,767680,NC_002505,-2933797,-2933765
clpA,clpA,clpA,clpA,gene,gene,0.766147859922179,0.29844357976653696,6,1,341.91,0.0,2.81,1.34,NC_002505,1215118,1215178,NC_002505,1213916,1213977
VC0486,VC0486,VC0487,VC0487,gene,gene,0.39186691312384475,0.74812382739212,6,1,50.21,7.7e-9,2.12,4.71,NC_002505,517119,517150,NC_002505,519108,519193
VC2320,VC2320,VC2320,VC2320,gene,gene,0.5483953132959756,0.24426897605705553,6,1,539.3,0.0,11.75,11.18,NC_002505,-2469973,-2469940,NC_002505,-2471182,-2471119
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC2497|VC2489,IG.VC2497|VC2489,igr,igr,0.33710727427115766,0.16267861672444406,6,1,158.97,0.0,0.33,0.22,NC_002505,152600,152614,NC_002505,-2679859,-2679833
U3.VC2033,VC2033,VC2658,VC2658,gene,gene,0.864946380697051,0.27379209370424595,6,1,3.03,0.0320585849,11.15,1.6,NC_002505,-2187577,-2187565,NC_002505,2829639,2829676
VC0411,VC0411,U3.VC0407,VC0407,gene,gene,0.048298572996706916,0.5132978723404256,6,1,114.65,1.0e-10,5.28,1.42,NC_002505,436606,436697,NC_002505,434859,434886
VC0428 -> U3.VC0428,VC0428,U5.hemH,adk,gene,gene,0.4016282225237449,0.5423728813559322,6,1,38.52,3.77e-8,3.29,0.99,NC_002505,-456880,-456821,NC_002505,1051146,1051167
dapF,dapF,xerC,xerC,gene,gene,0.2504424778761062,0.008097165991902834,6,1,898.65,0.0,3.53,1.48,NC_002505,120916,120938,NC_002505,122131,122199
VC0408 -> U3.VC0408,VC0408,VC0406,VC0406,gene,gene,0.5179775280898876,0.5817465528562049,6,1,80.22,5.0e-10,1.8,3.93,NC_002505,435405,435482,NC_002505,434116,434177
rpsQ,rpsQ,rplB -> U3.rplB,rplB,gene,gene,0.0,0.6129893238434164,6,1,2.92,0.0376547079,0.69,0.44,NC_002505,-2759991,-2759905,NC_002505,-2762086,-2762018
VC2724,VC2724,VC2725,VC2725,gene,gene,0.21125,0.18056467498358503,6,1,107.09,1.0e-10,4.3,11.16,NC_002505,-2897885,-2897810,NC_002505,-2898993,-2898951
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC2497|VC2489,IG.VC2497|VC2489,igr,igr,0.18652236408218484,0.454722245708971,6,1,43.69,1.77e-8,0.42,0.48,NC_002505,-2679589,-2679540,NC_002505,-2676397,-2676386
VC1451,VC1451,U3.VC1451,VC1451,gene,gene,0.8567544361763022,0.9702346880366343,6,1,232.69,0.0,8.38,8.25,NC_002505,1562208,1562257,NC_002505,1563808,1563827
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC0713|VC0714,IG.VC0713|VC0714,igr,igr,0.08958392301160487,0.2740769681578433,6,"1,2",22.61,8.033e-7,0.15,0.59,NC_002505,150837,150880,NC_002505,764325,764364
VC0998,VC0998,VC0998,VC0998,gene,gene,0.6439496611810261,0.32952565343659246,6,1,113.52,1.0e-10,10.13,5.3,NC_002505,1068431,1068478,NC_002505,1066811,1066848
IG.VC0252|VC0255,IG.VC0252|VC0255,IG.VC0252|VC0255,IG.VC0252|VC0255,igr,igr,0.057430007178750894,0.8765254845656856,6,1,147.54,0.0,1.02,1.01,NC_002505,260600,260670,NC_002505,261767,261786
IG.VC0386|metH,IG.VC0386|metH,IG.fre|murB,IG.fre|murB,igr,igr,0.2625498007968127,0.031895661157024795,6,1,4.21,0.007071578,1.19,0.21,NC_002505,403319,403349,NC_002505,323922,323993
VC2022,VC2022,Vcr075,Vcr075,gene,srna,0.22697899838449112,-1.0,6,1,104.02,1.0e-10,1.29,1.56,NC_002505,-2175890,-2175808,NC_002505,-2174684,-2174606
VCA0238,VCA0238,VCA0239,VCA0239,gene,gene,0.19497178040020524,0.11498973305954825,6,1,953.33,0.0,3.85,7.23,NC_002506,259253,259292,NC_002506,260625,260644
fliF,fliF,fliF,fliF,gene,gene,0.6302644466209598,0.06464250734573947,6,1,990.45,0.0,0.89,3.17,NC_002505,-2286892,-2286846,NC_002505,-2288033,-2288014
VC1579,VC1579,VC1577,VC1577,gene,gene,0.43299492385786803,0.2328278322925959,6,1,183.43,0.0,2.57,2.13,NC_002505,-1689190,-1689107,NC_002505,-1687884,-1687811
VC0251,VC0251,VC0250,VC0250,gene,gene,0.43356139719121356,0.6509831460674157,6,1,58.74,3.0e-9,2.19,1.15,NC_002505,258605,258687,NC_002505,257221,257288
IG.VC0386|metH,IG.VC0386|metH,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.7159362549800797,0.5501028651713583,6,1,150.06,0.0,0.27,0.39,NC_002505,406705,406791,NC_002505,-2928059,-2928050
IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.25906969742586183,0.10973957549300015,6,"1,2",16.73,4.5104e-6,0.19,0.45,NC_002505,-2933888,-2933818,NC_002505,-2936860,-2936801
IG.VC0158|VC0162,IG.VC0158|VC0162,IG.VC2753|VC2745,IG.VC2753|VC2745,igr,igr,0.0898669685819417,0.08073661498319032,6,1,31.52,1.182e-7,0.15,0.29,NC_002505,150830,150891,NC_002505,-2937417,-2937400
VC1950,VC1950,U3.VC1951 -> VC1950,VC1950,gene,gene,0.4357480888241718,0.0,6,1,188.24,0.0,2.17,1.98,NC_002505,-2101496,-2101400,NC_002505,-2102697,-2102624
U3.VC2356,VC2356,U3.dcuC,dcuC,gene,gene,0.7560693641618497,0.7421083978558666,6,1,10.72,5.74164e-5,1.57,8.93,NC_002505,-2511775,-2511764,NC_002506,602109,602111
secA,secA,secA,secA,gene,gene,0.0,0.6041182331451345,6,1,326.6,0.0,1.46,2.17,NC_002505,-2563049,-2563022,NC_002505,-2561149,-2561114
VC1986,VC1986,U5.VC1984,VC1985,gene,gene,0.2391681109185442,0.797,6,1,134.92,0.0,3.19,9.36,NC_002505,-2139390,-2139318,NC_002505,-2137066,-2137048
U3.VC0013,VC0013,U5.VC0013,dnaA,gene,gene,0.7328571428571429,0.7537834691501746,6,1,54.88,4.5e-9,2.18,2.19,NC_002505,10027,10071,NC_002505,8825,8860
VC0406 -> U3.VC0406,VC0406,U3.VC0408,VC0408,gene,gene,0.6953381483913329,0.6134831460674157,6,1,70.3,1.1e-9,9.35,1.81,NC_002505,434300,434338,NC_002505,435511,435547
VC0336,VC0336,VC0336,VC0336,gene,gene,0.665938864628821,0.06277292576419213,6,1,88.08,3.0e-10,2.19,0.99,NC_002505,-354863,-354830,NC_002505,-355999,-355903
U5.rph,rph,pyrE,pyrE,gene,gene,0.0,0.025504782146652496,6,1,812.87,0.0,1.72,2.78,NC_002505,217560,217564,NC_002505,218804,218885
U5.VC2295 -> VC2295,VC2295,VC2295 -> VC2294,VC2295,gene,gene,0.0,0.7286729857819905,6,1,89.44,3.0e-10,0.83,1.03,NC_002505,-2450841,-2450808,NC_002505,-2449480,-2449401
mukB,mukB,mukB,mukB,gene,gene,0.597696335078534,0.32586387434554975,6,1,111.15,1.0e-10,3.12,4.4,NC_002505,-1850693,-1850607,NC_002505,-1851990,-1851907
VC0647,VC0647,U5.recX,recA,gene,gene,0.6393577603952244,0.7008797653958945,6,1,25.88,3.682e-7,2.77,5.94,NC_002505,691908,691988,NC_002505,575801,575802
VC2532,VC2532,VC2534,VC2534,gene,gene,0.4870689655172414,0.329319686935581,6,1,3729.27,0.0,0.99,2.08,NC_002505,2714857,2714868,NC_002505,2716117,2716187
U5.VC0038,VC0038,VC1866,VC1866,gene,gene,0.0,0.7515527950310559,6,1,7.8,0.0003041259,1.55,1.29,NC_002505,-36725,-36703,NC_002505,2009008,2009072
VC2738,VC2738,VC2738 -> U3.VC2738,VC2738,gene,gene,0.2059128630705394,0.7702282157676349,6,1,834.8,0.0,2.14,3.16,NC_002505,2910529,2910595,NC_002505,2911637,2911664
trmD,trmD,U3.VC2361,VC2361,gene,gene,0.4314477468839885,0.35893648449039883,6,1,21.15,1.1695e-6,0.91,1.24,NC_002505,597703,597784,NC_002505,2517531,2517535
VCA0547,VCA0547,U3.dcuC,dcuC,gene,gene,0.0,0.7421083978558666,6,1,9.57,0.0001057529,0.36,8.93,NC_002506,485659,485670,NC_002506,602107,602112
VC1376,VC1376,U3.VC1377 -> IG.VC1377|VC1382,IG.VC1377|VC1382,gene,igr,0.27882037533512066,0.022887323943661973,6,1,1903.66,0.0,4.81,2.06,NC_002505,1470054,1470091,NC_002505,1471708,1471768
eno,eno,pyrG,pyrG,gene,gene,0.6277326670830731,0.6468766133195664,6,1,16.48,4.8529e-6,0.95,1.0,NC_002505,-2626769,-2626755,NC_002505,-2628258,-2628202
flgF,flgF,U3.flgG,flgG,gene,gene,0.26024785510009535,0.6148897058823529,6,1,986.3,0.0,1.67,2.13,NC_002505,-2343527,-2343517,NC_002505,-2342364,-2342350
secA,secA,U3.VC0731,VC0731,gene,gene,0.8020591165725672,0.6262188515709642,6,1,7.64,0.0003459001,2.99,28.67,NC_002505,-2560553,-2560520,NC_002505,-786561,-786561
U3.VC1126,VC1126,VC1126,VC1126,gene,gene,0.7479041916167665,0.0,6,1,724.56,0.0,0.81,1.61,NC_002505,-1193358,-1193319,NC_002505,-1194625,-1194616
VC2037,VC2037,U5.VC2037 -> VC2037,VC2037,gene,gene,0.5707736389684813,0.0,6,1,151.6,0.0,5.11,0.71,NC_002505,2194312,2194369,NC_002505,2193154,2193199
VC0108,VC0108,VC0108,VC0108,gene,gene,0.6978092783505154,0.19329896907216496,6,1,855.46,0.0,2.51,3.56,NC_002505,105411,105416,NC_002505,103801,103894
U5.VC0428,VC0429,VqmR,VqmR,gene,srna,0.8770949720670391,-1.0,6,1,3.93,0.0098395399,0.68,1.32,NC_002505,-457324,-457317,NC_002506,1031506,1031552
Vcr076,Vcr076,U5.VCA1063,VCA1063,srna,gene,-1.0,0.0,6,1,654.97,0.0,1.81,0.47,NC_002505,-2266078,-2266052,NC_002506,-1015477,-1015470
IG.VC2497|VC2489,IG.VC2497|VC2489,IG.fre|murB,IG.fre|murB,igr,igr,0.45049463092922976,0.700025826446281,6,"1,2",97.33,2.0e-10,0.18,0.4,NC_002505,-2676467,-2676408,NC_002505,329120,329159
VC2430,VC2430,VC2430,VC2430,gene,gene,0.6564796905222438,0.1148936170212766,6,1,328.67,0.0,4.91,2.37,NC_002505,-2603775,-2603719,NC_002505,-2605192,-2605102
pyrG,pyrG,pyrG,pyrG,gene,gene,0.6324212700051626,0.0,6,1,31.62,1.142e-7,1.07,0.75,NC_002505,-2628279,-2628237,NC_002505,-2629576,-2629516
VC0093,VC0093,VC0093,VC0093,gene,gene,0.7483492296404989,0.3118121790168745,6,1,643.0,0.0,7.35,7.57,NC_002505,93126,93179,NC_002505,91937,91988
VCA0804,VCA0804,U5.VCA0804 -> VCA0804,VCA0804,gene,gene,0.6826713225665648,0.0,6,1,26.27,3.348e-7,2.34,0.53,NC_002506,-746784,-746753,NC_002506,-748488,-748433
U3.rhtB,rhtB,VC0137,VC0137,gene,gene,0.6215921483097055,0.6612057667103539,6,1,305.38,0.0,12.26,3.74,NC_002505,131448,131487,NC_002505,132503,132586
VC2063,VC2063,VC2062,VC2062,gene,gene,0.2946932630786601,0.38799720865317516,6,1,75.01,7.0e-10,1.89,1.82,NC_002505,-2219086,-2219012,NC_002505,-2216899,-2216885
VC0350 -> U5.VC0351,VC0350,VC1866,VC1866,gene,gene,0.64921875,0.7950310559006211,6,1,2.77,0.0466926891,4.32,1.39,NC_002505,373941,373961,NC_002505,2009110,2009194
VC0349,VC0349,VC0348,VC0348,gene,gene,0.35104236718224613,0.47451227186910006,6,1,62.32,2.2e-9,3.02,0.67,NC_002505,372409,372494,NC_002505,371312,371386
U3.VC0402,VC0402,VC0405,VC0405,gene,gene,0.8019201616978272,0.16872224962999507,6,1,484.0,0.0,3.44,3.31,NC_002505,429401,429487,NC_002505,431844,431887
